0: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
1: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
2: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
3: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
4: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
5: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
6: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
7: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
8: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
9: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
10: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
11: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
12: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
13: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
14: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
15: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
16: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
17: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
18: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
19: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
