It No., Best MQ, No clusters, max clus, min clus
1,1.4489284867453431,5,8,7
2,1.6566950787470625,6,7,6
3,1.5783668663993207,6,7,6
4,1.3172602591207243,4,10,9
5,1.5660816558408905,8,5,4
6,1.3757057984203542,4,10,9
7,1.4918515844282634,5,8,7
8,1.6461327194497328,12,4,3
9,1.6356410761580422,4,10,9
10,1.4893263576479687,4,10,9
11,1.3557008209182122,4,10,9
12,1.8768540145881123,8,5,4
13,1.3810347071180264,3,13,12
14,1.5331204186013623,4,10,9
15,1.3361493477282953,6,7,6
16,1.6050986050986051,5,8,7
17,1.4692204361102281,4,10,9
18,1.4983885312505727,5,8,7
19,1.4615108615108614,4,10,9
20,1.4256010396361276,3,13,12
21,1.5885612324644742,5,8,7
22,1.481998052284528,4,10,9
23,1.7929449070814987,8,5,4
24,1.7491132732965764,11,4,3
25,1.7953299268425318,6,7,6
26,1.4690343311347878,5,8,7
27,1.5083104395604396,6,7,6
28,1.4554247645762373,5,8,7
29,1.816627331653053,7,6,5
30,1.5088485581770519,8,5,4
31,1.4383616902308491,5,8,7
