0: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
1: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
2: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
3: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
4: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
5: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
6: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
7: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
8: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
9: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
10: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
11: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
12: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
13: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
14: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
15: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
16: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
17: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
18: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
19: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
20: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
21: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
22: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
23: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
24: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
25: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
26: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
27: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
28: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
29: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
30: [[12, 5, 15, 4], [1, 3, 9, 6], [7, 14, 2, 10], [8, 13, 20, 19], [16, 17, 11, 18], [22, 21, 23, 24]]
