It No., Best MQ, No clusters, max clus, min clus
1,1.4648268398268398,4,4,3
2,1.3035714285714286,3,5,4
3,1.4109730848861282,3,5,4
4,1.331752305665349,4,4,3
5,1.303931766174329,4,4,3
6,1.3172161172161172,3,5,4
7,1.2878787878787878,3,5,4
8,1.3109730848861285,3,5,4
9,1.1324424367902628,5,3,2
10,1.3680223285486444,4,4,3
11,1.349206349206349,3,5,4
12,1.286111111111111,3,5,4
13,1.3010526315789472,3,5,4
14,1.4006349206349205,3,5,4
15,1.2269469660774008,3,5,4
16,1.4421420083184788,5,3,2
17,1.3109730848861285,3,5,4
18,1.370617944147356,5,3,2
19,1.4006349206349205,3,5,4
20,1.3035714285714286,3,5,4
21,1.3551587301587302,4,4,3
22,1.1210526315789473,3,5,4
23,1.3139034878165312,3,5,4
24,1.3139034878165312,3,5,4
25,1.2824960127591707,4,4,3
26,1.3832442067736186,4,4,3
27,1.3172161172161172,3,5,4
28,1.4006349206349205,3,5,4
29,1.2380952380952381,3,5,4
30,1.2878787878787878,3,5,4
31,1.4,4,4,3
