0: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
1: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
2: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
3: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
4: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
5: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
6: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
7: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
8: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
9: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
10: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
11: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
12: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
13: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
14: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
15: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
16: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
17: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
18: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
19: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
20: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
21: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
22: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
23: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
24: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
25: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
26: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
27: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
28: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
29: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
30: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
31: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
32: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
33: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
34: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
35: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
36: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
