It No., Best MQ, No clusters, max clus, min clus
1,1.2686071238702818,4,4,3
2,1.228744939271255,3,5,4
3,1.4891774891774894,4,4,3
4,1.3172161172161172,3,5,4
5,1.2083333333333335,3,5,4
6,1.3172161172161172,3,5,4
7,1.349206349206349,3,5,4
8,1.4591332580463017,4,4,3
9,1.3993506493506493,4,4,3
10,1.2028985507246377,3,5,4
11,1.2878787878787878,3,5,4
12,1.4109730848861282,3,5,4
13,1.224016563146998,3,5,4
14,1.2269469660774008,3,5,4
15,1.3172161172161172,3,5,4
16,1.3010526315789472,3,5,4
17,1.3109730848861285,3,5,4
18,1.3109730848861285,3,5,4
19,1.2269469660774008,3,5,4
20,1.4109730848861282,3,5,4
21,1.4109730848861284,3,5,4
22,1.2358674463937622,3,5,4
23,1.309090909090909,3,5,4
24,1.3010526315789472,3,5,4
25,1.2358674463937622,3,5,4
26,1.3993506493506493,4,4,3
27,1.2207792207792207,3,5,4
28,1.2253030303030301,4,4,3
29,1.3576839826839828,4,4,3
30,1.2380952380952381,3,5,4
31,1.2729044834307992,3,5,4
