It No., Best MQ, No clusters, max clus, min clus
1,2.2168533157663592,7,4,2
2,2.018476692389736,7,4,2
3,2.1947595713041936,6,5,2
4,2.1385704874835305,6,4,2
5,2.0456228956228957,6,5,2
6,1.9358008658008659,5,4,4
7,1.9873598268738935,5,6,2
8,2.1091260430390864,6,4,2
9,2.1695961285091716,6,4,3
10,2.0476741289401135,6,4,3
11,2.1091260430390864,6,4,2
12,2.171409749670619,6,4,3
13,2.072462133471951,5,5,2
14,2.20776240667545,6,4,3
15,1.8952550717256598,5,6,2
16,2.2832674571805005,6,4,2
17,2.0501321095814213,5,7,2
18,2.017554667554667,5,6,2
19,2.1947595713041936,6,5,2
20,1.998755672668716,5,4,4
21,2.1182324921455358,6,4,2
22,2.073971861471861,6,4,3
23,2.121289785729145,5,4,4
24,2.1695961285091716,6,4,3
25,2.1262689001819437,7,4,2
26,2.0200577200577197,6,4,2
27,2.0019876181166505,6,5,2
28,1.9901770080269068,7,6,2
29,1.9338978015448602,6,6,2
30,2.023926073926074,6,4,2
31,2.1379148629148625,6,4,3
