0: [[36, 2, 12, 22, 45, 70], [3, 6, 10, 7, 11, 4], [17, 67, 8, 9, 76, 28], [60, 1, 30, 29, 13, 16], [50, 57, 19, 18, 21, 31], [24, 15, 59, 41, 27, 14], [20, 58, 23, 25, 35, 53, 5], [49, 38, 54, 43, 63, 32, 42], [39, 62, 26, 34, 33, 37], [40, 46, 47, 48, 52, 51, 61], [55, 56, 81, 64, 65, 80], [74, 72, 66, 69, 71, 73, 77], [75, 44, 68, 78, 86, 84], [83, 79, 82, 85, 87, 88]]
1: [[36, 2, 12, 22, 45, 70], [3, 6, 10, 7, 11, 4], [17, 67, 8, 9, 76, 28], [60, 1, 30, 29, 13, 16], [50, 57, 19, 18, 21, 31], [24, 15, 59, 41, 27, 14], [20, 58, 23, 25, 35, 53, 5], [49, 38, 54, 43, 63, 32, 42], [39, 62, 26, 34, 33, 37], [40, 46, 47, 48, 52, 51, 61], [55, 56, 81, 64, 65, 80], [74, 72, 66, 69, 71, 73, 77], [75, 44, 68, 78, 86, 84], [83, 79, 82, 85, 87, 88]]
2: [[36, 2, 12, 22, 45, 70], [3, 6, 10, 7, 11, 4], [17, 67, 8, 9, 76, 28], [60, 1, 30, 29, 13, 16], [50, 57, 19, 18, 21, 31], [24, 15, 59, 41, 27, 14], [20, 58, 23, 25, 35, 53, 5], [49, 38, 54, 43, 63, 32, 42], [39, 62, 26, 34, 33, 37], [40, 46, 47, 48, 52, 51, 61], [55, 56, 81, 64, 65, 80], [74, 72, 66, 69, 71, 73, 77], [75, 44, 68, 78, 86, 84], [83, 79, 82, 85, 87, 88]]
3: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
4: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
5: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
6: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
7: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
8: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
9: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
10: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
11: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
12: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
13: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
14: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
15: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
16: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
17: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
18: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
19: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
20: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
21: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
22: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
23: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
24: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
25: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
26: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
27: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
28: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
29: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
30: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
31: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
32: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
33: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
34: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
35: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
36: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
