It No., Best MQ, No clusters, max clus, min clus
1,1.9196969696969695,6,6,2
2,1.9913674560733383,5,6,3
3,1.8668097382493667,7,5,1
4,1.8492817124396073,8,4,2
5,1.7895466533237432,5,6,3
6,1.654059829059829,6,5,2
7,1.7516793242599697,7,5,2
8,2.0101516840647276,7,4,1
9,1.7333231629799135,5,4,4
10,1.5710517081484825,6,5,2
11,1.9408369408369408,8,4,1
12,1.64510582010582,6,5,2
13,1.933620612796814,6,4,3
14,1.8558125110756687,7,5,2
15,1.788925694188852,7,5,2
16,1.8412312662312664,6,5,2
17,1.7791601635079897,7,4,2
18,1.8251633986928104,6,5,2
19,1.8242026173060655,5,4,4
20,2.0660364145658265,7,3,2
21,2.05,6,5,2
22,1.9775812422871248,7,4,2
23,1.7102535146013407,8,4,1
24,2.1736133262449053,6,5,2
25,2.006096681096681,7,6,2
26,2.0360084360084363,5,6,2
27,1.7957070707070708,6,6,2
28,1.9050030429340774,5,7,2
29,1.8826672522324697,7,5,1
30,2.0370728961441036,7,3,2
31,1.9654231389525507,7,4,2
