0: [[35, 27, 20, 7, 2, 1, 3, 32, 11, 4, 14], [5, 9, 8, 40, 30, 23, 22, 17, 28, 29, 15, 24, 12, 16, 18, 10], [19, 13, 26, 25, 31, 45, 36, 33, 34, 38, 42, 43, 37, 39, 41, 47, 44, 21, 6], [53, 46, 50, 48, 54, 49, 56, 51, 55, 59, 52, 58, 57, 60]]
1: [[35, 27, 20, 7, 2, 1, 3, 32, 11, 4, 14], [5, 9, 8, 40, 30, 23, 22, 17, 28, 29, 15, 24, 12, 16, 18, 10], [19, 13, 26, 25, 31, 45, 36, 33, 34, 38, 42, 43, 37, 39, 41, 47, 44, 21, 6], [53, 46, 50, 48, 54, 49, 56, 51, 55, 59, 52, 58, 57, 60]]
2: [[35, 27, 20, 7, 2, 1, 3, 32, 11, 4, 14], [5, 13, 40, 8, 18, 28, 25, 6, 10, 17, 9, 12, 15, 22, 24, 16, 21, 30, 23, 26, 31], [29, 19, 45, 39, 38, 36, 42, 33, 43, 37, 47, 44, 51, 46], [41, 34, 48, 53, 49, 50, 52, 55, 58, 54, 59, 57, 56, 60]]
3: [[35, 27, 20, 7, 2, 1, 3, 32, 11, 4, 14], [5, 13, 40, 8, 18, 28, 25, 12, 10, 6, 16, 15, 9, 21, 17, 22, 30, 24, 23, 26, 31], [29, 19, 45, 39, 38, 36, 42, 33, 43, 37, 47, 44, 51, 46], [41, 34, 48, 53, 49, 50, 52, 55, 58, 54, 59, 57, 56, 60]]
4: [[35, 27, 20, 7, 2, 1, 3, 32, 11, 4, 14], [5, 13, 40, 8, 18, 28, 25, 10, 9, 15, 23, 6, 16, 12, 17, 21, 30, 24, 26, 22, 31], [29, 19, 45, 39, 38, 36, 42, 33, 43, 37, 47, 44, 51, 46], [41, 34, 48, 53, 49, 50, 52, 55, 58, 54, 59, 57, 56, 60]]
5: [[35, 27, 20, 7, 2, 1, 3, 32, 11, 4, 14], [5, 13, 40, 8, 18, 28, 25, 10, 9, 15, 12, 17, 6, 22, 21, 23, 30, 16, 24, 31, 26], [29, 19, 45, 39, 38, 36, 42, 33, 43, 37, 47, 44, 51, 46], [41, 34, 48, 53, 49, 50, 52, 55, 58, 54, 59, 57, 56, 60]]
6: [[35, 27, 20, 7, 2, 1, 3, 32, 11, 4, 14], [5, 13, 40, 8, 18, 28, 25, 6, 10, 9, 12, 16, 15, 30, 23, 21, 26, 24, 17, 22, 31], [29, 19, 45, 39, 38, 36, 42, 33, 43, 37, 47, 44, 51, 46], [41, 34, 48, 53, 49, 50, 52, 55, 58, 54, 59, 57, 56, 60]]
7: [[35, 27, 20, 7, 2, 1, 3, 32, 11, 4, 14], [5, 13, 40, 8, 18, 28, 25, 6, 9, 10, 12, 23, 17, 21, 16, 15, 26, 24, 22, 30, 31], [29, 19, 45, 39, 38, 36, 42, 33, 43, 37, 47, 44, 51, 46], [41, 34, 48, 53, 49, 50, 52, 55, 58, 54, 59, 57, 56, 60]]
8: [[35, 27, 20, 7, 2, 1, 3, 32, 11, 4, 14], [5, 13, 40, 8, 18, 28, 25, 9, 6, 31, 10, 12, 16, 17, 15, 21, 30, 23, 22, 24, 26], [29, 19, 45, 39, 38, 36, 42, 33, 43, 37, 47, 44, 51, 46], [41, 34, 48, 53, 49, 50, 52, 55, 58, 54, 59, 57, 56, 60]]
9: [[35, 27, 20, 7, 2, 1, 3, 32, 11, 4, 14], [5, 13, 40, 8, 18, 28, 25, 10, 6, 12, 30, 17, 15, 9, 31, 16, 24, 22, 21, 26, 23], [29, 19, 45, 39, 38, 36, 42, 33, 43, 37, 47, 44, 51, 46], [41, 34, 48, 53, 49, 50, 52, 55, 58, 54, 59, 57, 56, 60]]
