0: [[42, 24, 35, 33, 5, 1, 2, 7, 27, 3, 14], [4, 12, 9, 8, 23, 13, 29, 15, 25, 17, 10, 21, 6], [30, 11, 19, 22, 20, 28, 26, 43, 31, 32], [18, 50, 38, 45, 34, 16, 37, 36, 39, 40, 56, 44, 46, 51], [59, 49, 48, 41, 55, 47, 52, 53, 58, 60, 54, 57]]
1: [[42, 24, 35, 33, 5, 1, 2, 7, 27, 3, 14, 4, 12], [9, 10, 6, 8, 29, 13, 15, 21, 18, 17, 25, 23], [19, 26, 11, 20, 22, 28, 43, 30, 32, 31], [50, 38, 45, 34, 16, 37, 36, 39, 40, 56, 44, 46, 51], [59, 49, 48, 41, 55, 47, 52, 53, 58, 60, 54, 57]]
2: [[42, 24, 35, 33, 5, 1, 2, 7, 27, 3, 14, 4, 12], [9, 10, 6, 8, 29, 13, 15, 21, 18, 17, 25, 23], [19, 26, 11, 20, 30, 28, 43, 22, 32, 31], [50, 38, 45, 34, 16, 37, 36, 39, 40, 56, 44, 46, 51], [59, 49, 48, 41, 55, 47, 52, 53, 58, 60, 54, 57]]
3: [[42, 24, 35, 33, 5, 1, 2, 7, 27, 3, 14, 4, 12], [9, 10, 6, 8, 29, 13, 15, 21, 18, 17, 25, 23], [19, 26, 30, 20, 11, 28, 43, 22, 32, 31], [50, 38, 45, 34, 16, 37, 36, 39, 40, 56, 44, 46, 51], [59, 49, 48, 41, 55, 47, 52, 53, 58, 60, 54, 57]]
4: [[42, 24, 35, 33, 5, 1, 2, 7, 27, 3, 14, 4, 12], [9, 8, 29, 13, 15, 18, 17, 25, 23, 10, 21, 6], [19, 26, 11, 20, 30, 28, 43, 22, 32, 31], [50, 38, 45, 34, 16, 37, 36, 39, 40, 56, 44, 46, 51], [59, 49, 48, 41, 55, 47, 52, 53, 58, 60, 54, 57]]
5: [[42, 24, 35, 33, 5, 1, 2, 7, 27, 3, 14, 4, 12], [9, 10, 6, 8, 29, 13, 15, 21, 18, 17, 25, 23], [11, 26, 19, 20, 22, 28, 43, 30, 32, 31], [50, 38, 45, 34, 16, 37, 36, 39, 40, 56, 44, 46, 51], [59, 49, 48, 41, 55, 47, 52, 53, 58, 60, 54, 57]]
6: [[42, 24, 35, 33, 5, 1, 2, 7, 27, 3, 14, 4, 12], [9, 10, 6, 8, 29, 13, 15, 21, 18, 17, 25, 23], [11, 26, 19, 20, 30, 28, 43, 22, 32, 31], [50, 38, 45, 34, 16, 37, 36, 39, 40, 56, 44, 46, 51], [59, 49, 48, 41, 55, 47, 52, 53, 58, 60, 54, 57]]
7: [[42, 24, 35, 33, 5, 1, 2, 7, 27, 3, 14, 4, 12], [9, 10, 6, 8, 29, 13, 15, 21, 18, 17, 25, 23], [19, 26, 11, 20, 30, 28, 43, 22, 32, 31], [50, 38, 45, 34, 16, 37, 36, 39, 40, 56, 44, 46, 51], [59, 49, 48, 41, 55, 47, 52, 53, 58, 60, 54, 57]]
8: [[42, 24, 35, 33, 5, 1, 2, 7, 27, 3, 14, 4, 12], [9, 10, 6, 8, 29, 13, 15, 21, 18, 17, 25, 23], [19, 26, 11, 20, 22, 28, 43, 30, 32, 31], [50, 38, 45, 34, 16, 37, 36, 39, 40, 56, 44, 46, 51], [59, 49, 48, 41, 55, 47, 52, 53, 58, 60, 54, 57]]
9: [[42, 24, 35, 33, 5, 1, 2, 7, 27, 3, 14, 4, 12], [9, 10, 6, 8, 29, 13, 15, 21, 18, 17, 25, 23], [11, 26, 19, 20, 22, 28, 43, 30, 32, 31], [50, 38, 45, 34, 16, 37, 36, 39, 40, 56, 44, 46, 51], [59, 49, 48, 41, 55, 47, 52, 53, 58, 60, 54, 57]]
10: [[42, 24, 35, 33, 5, 1, 2, 7, 27, 3, 14, 4, 12], [9, 10, 6, 8, 29, 13, 15, 21, 18, 17, 25, 23], [11, 26, 19, 20, 22, 28, 43, 30, 32, 31], [50, 38, 45, 34, 16, 37, 36, 39, 40, 56, 44, 46, 51], [59, 49, 48, 41, 55, 47, 52, 53, 58, 60, 54, 57]]
