It No., Best MQ, No clusters, max clus, min clus
1,1.4248247591719616,4,8,6
2,1.5246358945809186,5,7,5
3,1.3005092737690724,11,5,1
4,1.35734126984127,6,6,3
5,1.4630445886444503,6,7,2
6,1.4630520575275046,4,8,7
7,1.3203717775526285,10,6,1
8,1.6720527252479567,8,5,1
9,1.3919403893093014,4,9,6
10,1.373968253968254,4,9,6
11,1.7914045524607476,5,10,3
12,1.588596369649001,6,8,2
13,1.7690135650090906,6,5,4
14,1.430881095499596,5,7,4
15,1.397668518708225,4,9,5
16,1.4360668610668612,5,6,5
17,1.3936968744044216,4,8,7
18,1.592813852813853,5,11,3
19,1.5661134016048233,5,7,5
20,1.588558570756207,5,8,2
21,1.6999819926867228,6,6,3
22,1.5575903515390872,5,6,5
23,1.8352647667318114,8,7,1
24,1.4214175981802595,4,8,6
25,1.4282766162865077,4,9,6
26,1.2571428571428571,3,10,9
27,1.506308227875191,12,6,1
28,1.5444680606256902,5,7,5
29,1.4051070010166724,4,8,7
30,1.5247259263225423,6,6,4
31,1.5477371166331828,5,6,5
