It No., Best MQ, No clusters, max clus, min clus
1,1.949125459293931,9,6,2
2,2.0577109951991077,10,10,2
3,1.8761399667744671,14,5,2
4,1.9736003440078427,12,5,2
5,2.027429636039693,9,6,2
6,1.9932554105772413,12,7,1
7,2.057517929108964,12,6,1
8,1.8521334667886393,10,7,1
9,2.1914019662764974,13,5,1
10,1.9800393183270972,15,4,2
11,1.9089034541918701,11,6,2
12,1.7816268222193887,9,7,1
13,1.8810119076960656,11,6,2
14,1.9005893031699486,11,5,2
15,1.8703326725207527,8,8,2
16,1.8948095905382256,10,7,1
17,1.7511134228075296,14,5,1
18,2.1992078740688306,13,5,1
19,1.9703960186558422,8,10,2
20,1.8656928266593324,11,5,2
21,2.081546293874993,12,4,2
22,2.0991643255797943,13,4,2
23,1.9742829174954561,11,8,1
24,2.019576466800121,13,7,1
25,1.852780346588396,13,4,2
26,1.8753183135695355,11,5,1
27,2.0983514598773385,11,5,2
28,1.9401315092213391,11,5,2
29,1.8850685287422844,10,7,1
30,1.839661412939825,9,6,2
31,2.039993465537758,12,5,2
