It No., Best MQ, No clusters, max clus, min clus
1,2.0227136431784105,7,5,2
2,2.113664001332667,7,7,2
3,1.9750601056061117,7,7,2
4,1.9306899082356748,7,6,2
5,2.0020202020202023,6,10,2
6,1.8979690137356484,6,7,2
7,2.027820192155245,8,5,2
8,2.0473257065004953,8,4,2
9,2.0445221191925045,7,6,3
10,2.023972790279798,7,6,3
11,2.1558333671632903,9,3,2
12,2.092869886702573,7,5,3
13,2.0996544915726503,7,7,2
14,2.0630609824086923,9,4,1
15,1.973830136752352,8,6,2
16,1.9882054646720906,7,6,2
17,1.9456367387401867,7,5,2
18,2.011469942586964,8,4,2
19,2.0500344296699797,8,4,2
20,2.0643889216779243,9,4,2
21,1.9599554367201426,6,6,2
22,2.0702279045959244,8,5,2
23,1.9496088657105608,6,7,3
24,2.010537936705901,7,6,2
25,1.8689402668065513,7,5,1
26,2.0296047412801537,9,4,2
27,2.049955945927697,8,5,2
28,2.0771627047745937,8,4,1
29,2.018130490529198,8,4,2
30,1.9329739341179346,8,6,1
31,2.042503574856516,7,6,3
