0: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
1: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
2: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
3: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
4: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
5: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
6: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
7: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
8: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
9: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
10: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
11: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
12: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
13: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
14: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
15: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
16: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
17: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
18: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
19: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
20: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
21: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
22: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
23: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
24: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
25: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
26: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
27: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
28: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
29: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
30: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
31: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
32: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
33: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
34: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
35: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
36: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
37: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
38: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
39: [[2, 10, 5, 1, 7], [3, 6, 8, 11, 9], [15, 4, 12, 13, 14], [16, 18, 19, 17, 20]]
