0: [[8, 13, 7], [6, 9, 4], [3, 1, 5], [11, 12, 10, 2]]
1: [[8, 13, 7], [6, 9, 4], [3, 1, 5], [11, 12, 10, 2]]
2: [[8, 13, 7], [6, 9, 4], [3, 1, 5], [11, 12, 10, 2]]
3: [[8, 13, 7], [6, 9, 4], [3, 1, 5], [11, 12, 10, 2]]
4: [[8, 13, 7], [6, 9, 4], [3, 1, 5], [11, 12, 10, 2]]
5: [[8, 13, 7], [6, 9, 4], [3, 1, 5], [11, 12, 10, 2]]
6: [[8, 13, 7], [6, 9, 4], [3, 1, 5], [11, 12, 10, 2]]
7: [[8, 13, 7], [6, 9, 4], [3, 1, 5], [11, 12, 10, 2]]
8: [[8, 13, 7], [6, 9, 4], [3, 1, 5], [11, 12, 10, 2]]
9: [[8, 13, 7], [6, 9, 4], [3, 1, 5, 11], [12, 10, 2]]
10: [[8, 13, 7], [6, 9, 4], [3, 1, 5, 11], [12, 10, 2]]
11: [[8, 13, 7], [6, 9, 4], [3, 1, 5, 11], [12, 10, 2]]
12: [[8, 13, 7], [6, 9, 4], [3, 1, 5, 11], [12, 10, 2]]
13: [[8, 13, 7], [6, 9, 4], [3, 1, 5, 11], [12, 10, 2]]
14: [[8, 13, 7], [6, 9, 4], [3, 1, 5, 11], [12, 10, 2]]
15: [[8, 13, 7], [6, 9, 4], [3, 1, 5, 11], [12, 10, 2]]
16: [[8, 13, 7], [6, 9, 4], [3, 1, 5, 11], [12, 10, 2]]
17: [[8, 13, 7], [6, 9, 4], [3, 1, 5, 11], [12, 10, 2]]
18: [[8, 13, 7], [6, 9, 4], [3, 1, 5, 11], [12, 10, 2]]
19: [[8, 13, 7], [6, 9, 4], [3, 1, 5, 11, 12, 10, 2]]
20: [[8, 13, 7], [6, 9, 4, 3], [1, 5, 11, 12, 10, 2]]
21: [[8, 13, 7], [6, 9, 4, 3], [1, 5, 11, 12, 10, 2]]
22: [[8, 13, 7], [6, 9, 4], [3, 1, 5], [11, 12, 10], [2]]
23: [[8, 13], [6, 9, 4], [3, 1, 5, 11, 7], [12, 10, 2]]
24: [[8, 13, 7, 6], [9, 4, 3], [1, 5, 11, 12, 10, 2]]
25: [[8, 13, 7, 6], [9, 4, 3], [1, 5, 11], [12, 10, 2]]
26: [[8, 13, 7, 6], [9, 4, 3], [1, 5, 11], [12, 10, 2]]
27: [[8, 13, 7, 6], [9, 4, 3], [1, 5, 11], [12, 10, 2]]
