0: [[1, 11, 3], [8, 5, 7, 10, 2], [13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
1: [[1, 11, 3], [8, 5, 7, 10, 2], [13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
2: [[1, 11, 3], [8, 5, 7, 10, 2], [13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
3: [[1, 11, 3], [8, 5, 7, 10, 2], [13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
4: [[1, 11, 3], [8, 5, 7, 10, 2], [13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
5: [[1, 11, 3], [8, 5, 7, 10, 2], [13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
6: [[1, 11, 3], [8, 5, 7, 10, 2], [13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
7: [[1, 11, 3], [8, 5, 7, 10, 2], [13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
8: [[1, 11, 3], [8, 5, 7, 10, 2], [13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
9: [[1, 11, 3], [8, 5, 7, 10, 2], [13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
10: [[1, 11, 3], [8, 5, 7, 10, 2], [13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
11: [[1, 11, 3], [8, 5, 7, 10, 2], [13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
12: [[1, 11, 3], [8, 5, 7, 10, 2], [13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
13: [[1, 11, 3], [8, 5, 7, 10, 2], [13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
14: [[1, 11, 3], [8, 5, 7, 10, 2], [13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
15: [[1, 11, 3], [8, 5, 7, 10, 2], [13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
16: [[1, 11, 3], [8, 5, 7, 10, 2], [13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
17: [[1, 11, 3], [8, 5, 7, 10, 2], [13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
18: [[1, 11, 3], [8, 5, 7, 10, 2], [13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
19: [[1, 11, 3, 8], [10, 2, 5, 7], [13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
20: [[1, 11, 3, 8], [10, 2, 5, 7], [13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
21: [[1, 11, 3, 8], [10, 2, 5, 7], [13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
22: [[1, 11, 3], [8, 10, 2, 7], [5, 13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
23: [[1, 11, 3], [8, 5, 7, 10, 2], [13, 12, 9, 4, 14], [6, 15, 16], [18, 20, 19, 17]]
24: [[1, 11, 3], [8, 5, 7, 2], [10, 13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
25: [[1, 11, 3, 8, 5], [7, 10, 2], [13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
26: [[1, 11, 3, 8, 5], [7, 10, 2], [13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
27: [[1, 11, 3, 8, 5], [7, 10, 2], [13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
28: [[1, 11, 3, 8, 5], [7, 10, 2], [13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
29: [[1, 11, 3, 8, 5], [7, 10, 2], [13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
30: [[1, 11, 3, 8, 5], [7, 10, 2], [13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
31: [[1, 11, 3, 8, 5], [7, 10, 2], [13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
32: [[1, 11, 3, 8, 5], [7, 10, 2], [13, 12, 9], [4, 14, 6, 15, 16], [18, 20, 19, 17]]
33: [[1, 11, 3, 8, 5], [2, 7, 10], [13, 12, 9, 4, 14], [6, 15, 16], [18, 20, 19, 17]]
34: [[1, 11, 3, 8, 5], [7, 10, 2], [13, 12, 9, 4, 14], [6, 15, 16], [18, 20, 19, 17]]
35: [[1, 11, 3, 8, 5], [7, 10, 2], [13, 12, 9, 4, 14], [6, 15, 16], [18, 20, 19, 17]]
36: [[1, 11, 3, 8, 5], [7, 10, 2], [13, 12, 9, 4, 14], [6, 15, 16], [18, 20, 19, 17]]
37: [[1, 11, 3, 8, 5], [7, 10, 2], [13, 12, 9, 4, 14], [6, 15, 16], [18, 20, 19, 17]]
38: [[1, 11, 3, 8, 5], [7, 10, 2], [13, 12, 9, 4, 14], [6, 15, 16], [18, 20, 19, 17]]
39: [[1, 11, 3, 8, 5], [7, 10, 2], [13, 12, 9, 4, 14], [6, 15, 16], [18, 20, 19, 17]]
