0: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
1: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
2: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
3: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
4: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
5: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
6: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
7: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
8: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
9: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
10: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
11: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
12: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
13: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
14: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
15: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
16: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
17: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
18: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
19: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
20: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
21: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
22: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
23: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
24: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
25: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
26: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
27: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
28: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
29: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
30: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
31: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
32: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
33: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
34: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
35: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
36: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
37: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
38: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
39: [[13, 1, 6, 3, 4], [2, 10, 7, 5, 8], [9, 11, 14, 12, 15], [17, 16, 18, 19, 20]]
