0: [[2, 12, 13, 10], [3, 4, 5, 1], [6, 7, 8, 11, 9]]
1: [[2, 12, 13, 10], [3, 4, 5, 1], [6, 7, 8, 11, 9]]
2: [[2, 12, 13, 10], [3, 4, 5, 1], [6, 7, 8, 11, 9]]
3: [[2, 12, 13, 10], [3, 4, 5, 1], [6, 7, 8, 11, 9]]
4: [[2, 12, 13, 10], [3, 4, 5, 1], [6, 7, 8, 11, 9]]
5: [[2, 12, 13, 10], [3, 4, 5, 1], [6, 7, 8, 11, 9]]
6: [[2, 12, 13, 10], [3, 4, 5, 1], [6, 7, 8, 11, 9]]
7: [[2, 12, 13, 10], [3, 4, 5, 1], [6, 7, 8, 11, 9]]
8: [[2, 12, 13, 10], [3, 4, 5, 1], [6, 7, 8, 11, 9]]
9: [[2, 12, 13, 10], [3, 4, 5, 1], [6, 7, 8, 11, 9]]
10: [[2, 12, 13, 10], [3, 4, 5, 1], [6, 7, 8, 11, 9]]
11: [[2, 12, 13, 10], [3, 4, 5, 1], [6, 7, 8, 11, 9]]
12: [[2, 12, 13, 10], [3, 4, 5, 1], [6, 7, 8, 11, 9]]
13: [[2, 12, 13, 10], [3, 4, 5, 1], [6, 7, 8, 11, 9]]
14: [[2, 12, 13, 10], [3, 4, 5, 1], [6, 7, 8, 11, 9]]
15: [[2, 12, 13, 10], [3, 4, 5, 1], [6, 7, 8, 11, 9]]
16: [[2, 12, 13, 10], [3, 4, 5, 1], [6, 7, 8, 11, 9]]
17: [[2, 12, 13, 10], [3, 4, 5, 1], [6, 7, 8, 11, 9]]
18: [[2, 12, 13, 10], [3, 4, 5, 1], [6, 7, 8, 11, 9]]
19: [[2, 12, 13, 10], [3, 4, 5, 1], [6, 7, 8, 11, 9]]
20: [[2, 12, 13, 10], [3, 4, 5, 1], [6, 7, 8, 11, 9]]
21: [[2, 12, 13, 10], [3, 4, 5, 1], [6, 7, 8, 11, 9]]
22: [[2, 12, 13, 10], [3, 4, 5, 1], [6, 7, 8, 11, 9]]
23: [[2, 12, 13, 10], [3, 4, 5, 1], [6, 7, 8, 11, 9]]
24: [[2, 12, 13, 10], [3, 4, 5, 1], [6, 7, 8, 11, 9]]
25: [[2, 12, 13, 10], [3, 4, 5, 1], [6, 7, 8, 11, 9]]
26: [[2, 12, 13, 10], [3, 4, 5, 1], [6, 7, 8, 11, 9]]
27: [[2, 12, 13, 10], [3, 4, 5, 1], [6, 7, 8, 11, 9]]
