It No., Best MQ, No clusters, max clus, min clus
1,1.9050189227542687,19,5,4
2,1.6014747490210632,4,22,22
3,2.0863064343017763,22,4,4
4,1.7271597014912228,5,18,17
5,1.8165511405894903,14,7,6
6,1.5568170130226768,4,22,22
7,1.9322452165942938,7,13,12
8,1.4268157254378533,3,30,29
9,1.5686787612967723,13,7,6
10,1.7196113080299154,5,18,17
11,1.6534845802657157,4,22,22
12,1.6407608871417847,4,22,22
13,1.5495330792735262,4,22,22
14,1.8658646429458925,7,13,12
15,1.6398459090923938,4,22,22
16,1.5769948814376908,4,22,22
17,2.2957777711980905,11,8,8
18,1.822859659650924,21,5,4
19,3.672584143818605,25,4,3
20,1.8463623123461348,7,13,12
21,2.0344967556317473,9,10,9
22,2.164204602536743,11,8,8
23,2.1592792497250026,18,5,4
24,1.5632580317156055,4,22,22
25,2.8908594963978045,19,5,4
26,1.6234553013501476,4,22,22
27,1.6332108559668206,13,7,6
28,2.0881310533224107,8,11,11
29,1.587609145790867,4,22,22
30,1.8764893651624965,7,13,12
31,1.6575076037748566,4,22,22
