0: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
1: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
2: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
3: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
4: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
5: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
6: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
7: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
8: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
9: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
10: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
11: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
12: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
13: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
14: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
15: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
16: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
17: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
18: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
19: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
20: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
21: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
22: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
23: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
24: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
25: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
26: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
27: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
28: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
29: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
30: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
31: [[22, 23, 21, 24], [16, 17, 18, 3], [10, 8, 13, 20], [12, 1, 2, 9], [5, 4, 19, 15], [6, 7, 14, 11]]
