0: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
1: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
2: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
3: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
4: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
5: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
6: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
7: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
8: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
9: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
10: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
11: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
12: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
13: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
14: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
15: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
16: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
17: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
18: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
19: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
20: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
21: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
22: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
23: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
24: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
25: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
26: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
27: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
28: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
29: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
30: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
31: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
32: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
33: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
34: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
35: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
36: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
37: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
38: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
39: [[6, 5, 1, 2, 7], [10, 3, 9, 11, 8], [4, 13, 15, 12, 14], [16, 17, 19, 18, 20]]
