0: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
1: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
2: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
3: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
4: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
5: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
6: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
7: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
8: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
9: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
10: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
11: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
12: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
13: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
14: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
15: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
16: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
17: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
18: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
19: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
20: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
21: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
22: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
23: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
24: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
25: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
26: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
27: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
28: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
29: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
30: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
31: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
32: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
33: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
34: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
35: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
36: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
37: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
38: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
39: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
40: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
41: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
42: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
43: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
44: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
45: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
46: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
47: [[4, 20, 10, 14], [3, 15, 16, 13], [9, 2, 8, 1], [5, 7, 6, 11], [12, 17, 18, 19], [22, 24, 21, 23]]
