It No., Best MQ, No clusters, max clus, min clus
1,1.5064935064935066,4,4,2
2,1.4968316707447142,4,4,2
3,1.3083333333333331,3,6,3
4,1.4272727272727272,4,5,2
5,1.2729044834307992,3,5,4
6,1.3327561327561326,6,3,2
7,1.4415584415584415,4,5,2
8,1.375,3,6,3
9,1.3585858585858586,3,8,2
10,1.2857142857142856,5,4,1
11,1.3721767363071709,4,4,3
12,1.4070048309178742,4,4,2
13,1.4968316707447142,4,4,2
14,1.387987012987013,5,3,1
15,1.286111111111111,4,5,2
16,1.3454739704739704,5,4,1
17,1.2797619047619047,4,5,1
18,1.3075163398692808,4,6,2
19,1.3109730848861285,3,5,4
20,1.2975912975912975,3,5,4
21,1.362936507936508,4,5,2
22,1.4006349206349205,3,5,4
23,1.346969696969697,4,5,2
24,1.3398268398268398,3,5,3
25,1.2795454545454545,4,4,2
26,1.4608585858585859,4,5,2
27,1.2457142857142856,3,5,3
28,1.486888111888112,4,4,3
29,1.4166666666666667,4,4,2
30,1.3650793650793651,5,4,1
31,1.238628762541806,4,4,2
