0: [[8, 9, 6, 11, 4], [5, 3, 1], [7, 10, 12, 13, 2]]
1: [[8, 9, 6, 11, 4], [5, 3, 1], [2, 7, 10, 12, 13]]
2: [[8, 9, 6, 11, 4], [5, 3, 1], [2, 7, 10, 12, 13]]
3: [[8, 9, 6, 11], [4, 5, 3, 1], [2, 7, 10, 12, 13]]
4: [[8, 9, 6, 11], [4, 5, 3, 1], [2, 7, 10, 12, 13]]
5: [[8, 9, 6, 11], [4, 5, 3, 1], [2, 7, 10, 12, 13]]
6: [[8, 9, 6, 11], [4, 5, 3, 1], [2, 7, 10, 12, 13]]
7: [[8, 9, 6, 11], [4, 5, 3, 1], [2, 7, 10, 12, 13]]
8: [[8, 9, 6, 11], [4, 5, 3, 1], [2, 7, 10, 12, 13]]
9: [[8, 9, 6, 11], [4, 5, 3, 1], [2, 7, 10, 12, 13]]
10: [[8, 9, 6, 11], [4, 5, 3, 1], [2, 7, 10, 12, 13]]
11: [[8, 9, 6, 11], [4, 5, 3, 1], [2, 7, 10, 12, 13]]
12: [[8, 9, 6, 11], [4, 5, 3, 1], [2, 7, 10, 12, 13]]
13: [[8, 9, 6, 11], [4, 5, 3, 1], [2, 7, 10, 12, 13]]
14: [[8, 9, 6, 11], [4, 5, 3, 1, 2], [7, 10, 12, 13]]
15: [[8, 9, 6, 11], [4, 5, 3, 1, 2], [7, 10, 12, 13]]
16: [[8, 9, 6, 11], [4, 5, 3, 1, 2], [7, 10, 12, 13]]
17: [[8, 9, 6, 11], [4, 5, 3, 1, 2], [7, 10, 12, 13]]
18: [[8, 9, 6, 11, 4], [5, 3, 1, 2], [7, 10, 12, 13]]
19: [[8, 9, 6, 11], [4, 5, 3], [1, 2, 7, 10, 12, 13]]
20: [[8, 9, 6, 11, 4, 5], [3, 1, 2], [7, 10, 12, 13]]
21: [[8, 9, 6], [11, 4, 5, 3, 1], [2, 7, 10, 12, 13]]
22: [[8, 9, 6], [11, 4, 5, 3, 1], [2, 7, 10, 12, 13]]
23: [[8, 9, 6], [11, 4, 5, 3, 1], [2, 7, 10, 12, 13]]
24: [[8, 9, 6], [11, 4, 5, 3, 1], [2, 7, 10, 12, 13]]
25: [[8, 9, 6], [11, 4, 5, 3, 1], [2, 7, 10, 12, 13]]
26: [[8, 9, 6], [11, 4, 5, 3, 1, 2], [7, 10, 12, 13]]
27: [[8, 9, 6, 11, 4], [5, 3, 1, 2, 7], [10, 12, 13]]
