It No., Best MQ, No clusters, max clus, min clus
1,1.4108129337912803,4,16,14
2,1.6042926178757955,19,7,1
3,1.646672589472973,6,14,7
4,1.7186234735020847,18,6,1
5,1.4625352384479218,10,9,4
6,1.4806973590017458,5,15,10
7,1.524054678224807,6,10,10
8,1.3877959106036357,4,19,11
9,1.3877026642204555,4,17,13
10,1.3735442578703834,4,15,15
11,1.4625397508815918,5,13,11
12,1.4619991065508469,4,17,13
13,1.8328943990001172,8,9,6
14,1.5098599300450066,5,13,10
15,1.5914060352096349,6,12,7
16,1.431282440791415,4,17,14
17,1.906335711896194,8,11,3
18,1.7897162604107812,17,7,1
19,1.4851733786790797,4,17,13
20,1.6731782575649612,21,7,1
21,1.6883340367743453,24,5,1
22,1.469604648380618,5,13,11
23,1.7386496660040804,19,7,1
24,1.437033169213039,4,17,12
25,1.4062584498186577,4,19,12
26,1.4035139370947036,4,19,12
27,1.4392328378672326,4,19,13
28,1.4551204507014937,20,8,1
29,1.505511172680126,5,15,9
30,1.3846954553457556,4,18,10
31,1.4148912761497396,8,9,7
