It No., Best MQ, No clusters, max clus, min clus
1,1.4943064182194616,4,4,2
2,1.2773892773892772,4,4,3
3,1.3993506493506493,4,4,3
4,1.3643097643097644,4,4,3
5,1.2410526315789474,3,5,4
6,1.4015151515151514,5,3,2
7,1.2406349206349208,3,5,4
8,1.349206349206349,3,5,4
9,1.391577540106952,4,4,3
10,1.4968316707447142,4,4,2
11,1.25,4,4,3
12,1.415064935064935,3,5,3
13,1.4006349206349205,3,5,4
14,1.4006349206349205,4,5,2
15,1.4109730848861282,3,5,4
16,1.3576839826839828,4,4,3
17,1.2234241730809237,3,5,4
18,1.2878787878787878,3,5,4
19,1.2164502164502164,3,5,4
20,1.415064935064935,3,5,3
21,1.2767676767676766,4,4,2
22,1.4109730848861284,3,5,4
23,1.3201754385964912,4,4,2
24,1.3953823953823954,4,4,2
25,1.4,4,4,3
26,1.3315865421128579,5,4,2
27,1.3333333333333333,4,5,2
28,1.2157842157842156,5,4,1
29,1.4949494949494948,4,5,2
30,1.4396167557932262,5,3,2
31,1.4166666666666667,4,4,2
