It No., Best MQ, No clusters, max clus, min clus
1,2.1256487600881195,5,4,4
2,1.7264264264264264,3,7,6
3,1.970919545747921,6,4,3
4,1.927856201769245,5,4,4
5,1.9168350168350168,4,5,5
6,1.7477467534856346,3,7,6
7,1.7247619047619047,4,5,5
8,1.9560992231157148,5,4,4
9,1.8498007368975111,4,5,5
10,1.6864354232775285,3,7,6
11,1.7895262412781878,4,5,5
12,2.003792309055467,6,4,3
13,2.0175925925925924,4,5,5
14,1.8095785440613026,3,7,6
15,1.69718413681262,3,7,6
16,1.8441295546558705,4,5,5
17,1.7477467534856346,3,7,6
18,1.868517759044075,5,4,4
19,1.9605510641808284,6,4,3
20,1.8498007368975111,4,5,5
21,2.1256487600881195,5,4,4
22,1.998755672668716,5,4,4
23,1.7760233918128654,3,7,6
24,2.1256487600881195,5,4,4
25,1.998755672668716,5,4,4
26,1.7548282470883088,3,7,6
27,1.7491812535290796,5,4,4
28,1.8744436849700006,5,4,4
29,1.7734733330806263,3,7,6
30,1.9056030421321846,6,4,3
31,1.7760233918128654,3,7,6
