0: [[35, 34, 1, 7, 2, 43, 3, 14, 11, 27, 4], [5, 8, 15, 30, 13, 29, 17, 18, 9, 16, 10, 21, 6], [20, 12, 22, 24, 23, 19, 25, 26, 28, 31, 40, 37, 32], [33, 36, 46, 38, 39, 47, 41, 42, 44, 45, 51], [48, 53, 49, 55, 50, 54, 52, 57, 59, 56, 58, 60]]
1: [[35, 34, 1, 7, 2, 43, 3, 14, 11, 27, 4], [5, 8, 12, 6, 9, 10, 13, 28, 15, 18, 16, 21, 17], [19, 20, 22, 23, 29, 25, 26, 24, 31, 30, 40, 37, 32], [33, 36, 46, 38, 39, 47, 41, 42, 44, 45, 51], [48, 53, 49, 55, 50, 54, 52, 57, 59, 56, 58, 60]]
2: [[35, 34, 1, 7, 2, 43, 3, 14, 11, 27, 4], [5, 8, 6, 31, 12, 10, 9, 13, 15, 17, 16, 21, 18], [19, 20, 22, 24, 23, 26, 30, 25, 28, 29, 40, 37, 32], [33, 36, 46, 38, 39, 47, 41, 42, 44, 45, 51], [48, 53, 49, 55, 50, 54, 52, 57, 59, 56, 58, 60]]
3: [[35, 34, 1, 7, 2, 43, 3, 14, 11, 27, 4], [5, 8, 6, 10, 9, 12, 13, 15, 31, 23, 16, 21, 18], [22, 20, 17, 19, 24, 25, 30, 26, 28, 29, 40, 37, 32], [33, 36, 46, 38, 39, 47, 41, 42, 44, 45, 51], [48, 53, 49, 55, 50, 54, 52, 57, 59, 56, 58, 60]]
4: [[35, 34, 1, 7, 2, 43, 3, 14, 11, 27, 4, 5, 8], [6, 9, 10, 12, 13, 29, 15, 17, 16, 21, 24], [30, 23, 19, 22, 18, 20, 25, 26, 28, 31, 40, 37, 32], [33, 36, 46, 38, 39, 47, 41, 42, 44, 45, 51], [48, 53, 49, 55, 50, 54, 52, 57, 59, 56, 58, 60]]
5: [[35, 34, 1, 7, 2, 43, 3, 14, 11, 27, 4, 5, 8], [30, 29, 9, 15, 6, 16, 13, 26, 25, 21, 10], [31, 17, 18, 12, 19, 22, 23, 20, 24, 28, 40, 37, 32], [33, 36, 46, 38, 39, 47, 41, 42, 44, 45, 51], [48, 53, 49, 55, 50, 54, 52, 57, 59, 56, 58, 60]]
6: [[35, 34, 1, 7, 2, 43, 3, 14, 11, 27, 4], [5, 8, 6, 29, 9, 10, 12, 13, 15, 16, 26, 21, 17], [18, 19, 20, 23, 22, 24, 25, 30, 28, 31, 40, 37, 32], [33, 36, 46, 38, 39, 47, 41, 42, 44, 45, 51], [48, 53, 49, 55, 50, 54, 52, 57, 59, 56, 58, 60]]
7: [[35, 34, 1, 7, 2, 43, 3, 14, 11, 27, 4, 5, 8], [30, 29, 9, 6, 10, 13, 12, 24, 16, 21, 15], [17, 19, 22, 20, 25, 18, 31, 28, 23, 26, 40, 37, 32], [33, 36, 46, 38, 39, 47, 41, 42, 44, 45, 51], [48, 53, 49, 55, 50, 54, 52, 57, 59, 56, 58, 60]]
8: [[35, 34, 1, 7, 2, 43, 3, 14, 11, 27, 4, 5, 8], [6, 29, 15, 9, 10, 12, 13, 16, 17, 21, 18], [20, 22, 23, 24, 19, 25, 28, 30, 26, 31, 40, 37, 32], [33, 36, 46, 38, 39, 47, 41, 42, 44, 45, 51], [48, 53, 49, 55, 50, 54, 52, 57, 59, 56, 58, 60]]
9: [[35, 34, 1, 7, 2, 43, 3, 14, 11, 27, 4], [5, 8, 6, 9, 10, 12, 17, 21, 15, 16, 18, 13, 19], [22, 23, 20, 25, 31, 24, 30, 26, 29, 28, 40, 37, 32], [33, 36, 46, 38, 39, 47, 41, 42, 44, 45, 51], [48, 53, 49, 55, 50, 54, 52, 57, 59, 56, 58, 60]]
10: [[35, 34, 1, 7, 2, 43, 3, 14, 11, 27, 4], [5, 8, 20, 29, 13, 6, 12, 16, 10, 17, 9, 21, 15], [23, 24, 18, 19, 22, 26, 30, 28, 25, 31, 40], [37, 32, 33, 36, 46, 38, 39, 47, 41, 42, 44, 45, 51], [48, 53, 49, 55, 50, 54, 52, 57, 59, 56, 58, 60]]
11: [[35, 34, 1, 7, 2, 43, 3, 14, 11, 27, 4], [5, 8, 29, 13, 15, 12, 31, 26, 17, 9, 10, 21, 6], [18, 16, 22, 23, 19, 20, 24, 28, 30, 25, 40, 37, 32], [33, 36, 46, 38, 39, 47, 41, 42, 44, 45, 51], [48, 53, 49, 55, 50, 54, 52, 57, 59, 56, 58, 60]]
12: [[35, 34, 1, 7, 2, 43, 3, 14, 11, 27, 4, 5, 8], [6, 15, 9, 24, 13, 10, 31, 21, 16, 12, 18], [20, 17, 19, 22, 23, 25, 30, 26, 28, 29, 40, 37, 32], [33, 36, 46, 38, 39, 47, 41, 42, 44, 45, 51], [48, 53, 49, 55, 50, 54, 52, 57, 59, 56, 58, 60]]
13: [[35, 34, 1, 7, 2, 43, 3, 14, 11, 27, 4, 5, 8], [6, 29, 9, 26, 10, 12, 15, 17, 21, 13, 16, 30, 18], [22, 24, 19, 20, 23, 25, 28, 31, 40, 37, 32], [33, 36, 46, 38, 39, 47, 41, 42, 44, 45, 51], [48, 53, 49, 55, 50, 54, 52, 57, 59, 56, 58, 60]]
14: [[35, 34, 1, 7, 2, 43, 3, 14, 11, 27, 4], [5, 8, 6, 29, 13, 9, 12, 10, 15, 17, 16, 21, 19], [18, 22, 20, 23, 30, 24, 26, 25, 28, 31, 40, 37, 32], [33, 36, 46, 38, 39, 47, 41, 42, 44, 45, 51], [48, 53, 49, 55, 50, 54, 52, 57, 59, 56, 58, 60]]
15: [[35, 34, 1, 7, 2, 43, 3, 14, 11, 27, 4], [5, 8, 6, 15, 12, 9, 10, 13, 29, 16, 19, 21, 17], [18, 24, 23, 20, 26, 31, 22, 25, 28, 30, 40, 37, 32], [33, 36, 46, 38, 39, 47, 41, 42, 44, 45, 51], [48, 53, 49, 55, 50, 54, 52, 57, 59, 56, 58, 60]]
16: [[35, 34, 1, 7, 2, 43, 3, 14, 11, 27, 4], [5, 8, 6, 13, 12, 9, 10, 15, 29, 16, 19, 21, 17], [26, 25, 22, 20, 23, 24, 18, 31, 28, 30, 40, 37, 32], [33, 36, 46, 38, 39, 47, 41, 42, 44, 45, 51], [48, 53, 49, 55, 50, 54, 52, 57, 59, 56, 58, 60]]
17: [[35, 34, 1, 7, 2, 43, 3, 14, 11, 27, 4, 5, 8], [6, 13, 9, 12, 15, 10, 24, 16, 17, 21, 25], [18, 19, 20, 22, 23, 29, 26, 31, 28, 30, 40, 37, 32], [33, 36, 46, 38, 39, 47, 41, 42, 44, 45, 51], [48, 53, 49, 55, 50, 54, 52, 57, 59, 56, 58, 60]]
18: [[35, 34, 1, 7, 2, 43, 3, 14, 11, 27, 4, 5, 8], [6, 28, 10, 9, 13, 12, 15, 17, 16, 21, 18], [19, 20, 22, 23, 24, 26, 25, 30, 31, 29, 40, 37, 32], [33, 36, 46, 38, 39, 47, 41, 42, 44, 45, 51], [48, 53, 49, 55, 50, 54, 52, 57, 59, 56, 58, 60]]
19: [[35, 34, 1, 7, 2, 43, 3, 14, 11, 27, 4], [5, 8, 6, 29, 9, 10, 12, 13, 15, 16, 17, 21, 30], [20, 25, 19, 23, 18, 22, 24, 26, 31, 28, 40], [37, 32, 33, 36, 46, 38, 39, 47, 41, 42, 44, 45, 51], [48, 53, 49, 55, 50, 54, 52, 57, 59, 56, 58, 60]]
