It No., Best MQ, No clusters, max clus, min clus
1,1.2878787878787878,3,5,4
2,1.4109730848861284,3,5,4
3,1.2270531400966183,3,5,4
4,1.3139034878165312,3,5,4
5,1.2773809523809523,4,4,3
6,1.3010526315789472,3,5,4
7,1.3109730848861285,3,5,4
8,1.4006349206349205,3,5,4
9,1.3109730848861285,3,5,4
10,1.3109730848861285,3,5,4
11,1.2035714285714285,3,5,4
12,1.486888111888112,4,4,3
13,1.2618819776714514,4,4,3
14,1.2975912975912975,3,5,4
15,1.25,4,4,3
16,1.3551587301587302,5,3,2
17,1.3139034878165312,3,5,4
18,1.3833333333333333,4,4,3
19,1.2777777777777777,3,5,4
20,1.349206349206349,3,5,4
21,1.393939393939394,4,4,3
22,1.3139034878165312,3,5,4
23,1.2406349206349208,3,5,4
24,1.3010526315789472,3,5,4
25,1.486888111888112,4,4,3
26,1.286111111111111,3,5,4
27,1.3551587301587302,4,4,3
28,1.2686071238702818,4,4,3
29,1.2824960127591707,4,4,3
30,1.289782608695652,3,5,4
31,1.3109730848861285,3,5,4
