0: [[10, 3, 1, 4], [12, 6, 2, 9, 5], [7, 11, 8, 13]]
1: [[10, 3, 1, 4], [12, 6, 2, 9, 5], [7, 11, 8, 13]]
2: [[10, 3, 1, 4], [12, 6, 2, 9, 5], [7, 11, 8, 13]]
3: [[10, 3, 1, 4], [12, 6, 2, 9, 5], [7, 11, 8, 13]]
4: [[10, 3, 1, 4], [12, 6, 2, 9, 5], [7, 11, 8, 13]]
5: [[10, 3, 1, 4], [12, 6, 2, 9, 5], [7, 11, 8, 13]]
6: [[10, 3, 1, 4], [12, 6, 2, 9, 5], [7, 11, 8, 13]]
7: [[10, 3, 1, 4], [12, 6, 2, 9, 5], [7, 11, 8, 13]]
8: [[10, 3, 1, 4], [12, 6, 2, 9, 5], [7, 11, 8, 13]]
9: [[10, 3, 1, 4], [12, 6, 2, 9, 5], [7, 11, 8, 13]]
10: [[10, 3, 1, 4], [12, 6, 2, 9, 5], [7, 11, 8, 13]]
11: [[10, 3, 1, 4], [12, 6, 2, 9, 5], [7, 11, 8, 13]]
12: [[10, 3, 1, 4], [12, 6, 2, 9, 5], [7, 11, 8, 13]]
13: [[10, 3, 1, 4], [12, 6, 2, 9, 5], [7, 11, 8, 13]]
14: [[10, 3, 1, 4], [12, 6, 2, 9, 5], [7, 11, 8, 13]]
15: [[10, 3, 1, 4], [12, 6, 2, 9, 5], [7, 11, 8, 13]]
16: [[10, 3, 1, 4], [12, 6, 2, 9, 5], [7, 11, 8, 13]]
17: [[10, 3, 1, 4], [12, 6, 2, 9, 5], [7, 11, 8, 13]]
18: [[10, 3, 1, 4], [12, 6, 2, 9, 5], [7, 11, 8, 13]]
19: [[10, 3, 1, 4], [12, 6, 2, 9, 5], [7, 11, 8, 13]]
20: [[10, 3, 1, 4], [12, 6, 2, 9, 5], [7, 11, 8, 13]]
21: [[10, 3, 1, 4], [12, 6, 2, 9, 5], [7, 11, 8, 13]]
22: [[10, 3, 1, 4], [12, 6, 2, 9, 5], [7, 11, 8, 13]]
23: [[10, 3, 1, 4], [12, 6, 2, 9, 5], [7, 11, 8, 13]]
24: [[10, 3, 1, 4], [12, 6, 2, 9, 5], [7, 11, 8, 13]]
25: [[10, 3, 1, 4], [12, 6, 2, 9, 5], [7, 11, 8, 13]]
