0: [[35, 27, 43, 7, 22, 2, 11], [1, 13, 3, 4, 5, 14, 28, 8, 6, 10, 12, 9, 17, 15, 23, 21, 24, 29, 18, 25, 30, 16], [20, 19, 26, 31, 58, 33, 34, 32, 46], [37, 36, 39, 38, 44, 40, 45, 42, 47, 51, 50, 56], [49, 55, 52, 41, 48, 53, 54, 59, 57, 60]]
1: [[35, 27, 43, 7, 22, 2, 11], [1, 13, 3, 4, 5, 14, 28, 8, 6, 9, 24, 12, 10, 16, 23, 15, 17, 21, 18, 25, 30, 29], [20, 19, 31, 26, 58, 33, 34, 32, 46], [37, 36, 39, 38, 44, 40, 45, 42, 47, 51, 50, 56], [49, 55, 52, 41, 48, 53, 54, 59, 57, 60]]
2: [[35, 27, 43, 7, 22, 2, 11], [1, 13, 3, 4, 5, 14, 28, 8, 9, 6, 15, 24, 10, 18, 23, 12, 21, 25, 16, 29, 17, 30], [20, 19, 26, 31, 58, 33, 34, 32, 46], [37, 36, 39, 38, 44, 40, 45, 42, 47, 51, 50, 56], [49, 55, 52, 41, 48, 53, 54, 59, 57, 60]]
3: [[35, 27, 43, 7, 22, 2, 11], [1, 13, 3, 4, 5, 14, 28, 8, 6, 9, 24, 12, 10, 16, 23, 15, 17, 21, 18, 25, 30, 29], [20, 19, 31, 26, 58, 33, 34, 32, 46], [37, 36, 39, 38, 44, 40, 45, 42, 47, 51, 50, 56], [49, 55, 52, 41, 48, 53, 54, 59, 57, 60]]
4: [[35, 27, 43, 7, 22, 2, 11], [1, 13, 3, 4, 5, 14, 28, 8, 9, 10, 6, 12, 15, 18, 17, 16, 24, 29, 21, 25, 23, 30], [20, 19, 26, 31, 58, 33, 34, 32, 46], [37, 36, 39, 38, 44, 40, 45, 42, 47, 51, 50, 56], [49, 55, 52, 41, 48, 53, 54, 59, 57, 60]]
5: [[35, 27, 43, 7, 22, 2, 11], [1, 13, 3, 4, 5, 14, 28, 8, 9, 12, 15, 24, 10, 18, 23, 6, 29, 16, 21, 25, 17, 30], [20, 19, 26, 31, 58, 33, 34, 32, 46], [37, 36, 39, 38, 44, 40, 45, 42, 47, 51, 50, 56], [49, 55, 52, 41, 48, 53, 54, 59, 57, 60]]
6: [[35, 27, 43, 7, 22, 2, 11], [1, 13, 3, 4, 5, 14, 28, 8, 6, 9, 12, 10, 15, 16, 23, 17, 25, 18, 21, 24, 30, 29], [20, 19, 26, 31, 58, 33, 34, 32, 46], [37, 36, 39, 38, 44, 40, 45, 42, 47, 51, 50, 56], [49, 55, 52, 41, 48, 53, 54, 59, 57, 60]]
7: [[35, 27, 43, 7, 22, 2, 11], [1, 13, 3, 4, 5, 14, 28, 8, 6, 9, 12, 10, 15, 16, 23, 17, 25, 18, 21, 24, 30, 29], [20, 19, 26, 31, 58, 33, 34, 32, 46], [37, 36, 39, 38, 44, 40, 45, 42, 47, 51, 50, 56], [49, 55, 52, 41, 48, 53, 54, 59, 57, 60]]
8: [[35, 27, 43, 7, 22, 2, 11], [1, 13, 3, 4, 5, 14, 28, 8, 6, 10, 25, 9, 12, 23, 15, 21, 16, 29, 17, 18, 30, 24], [20, 19, 31, 26, 58, 33, 34, 32, 46], [37, 36, 39, 38, 44, 40, 45, 42, 47, 51, 50, 56], [49, 55, 52, 41, 48, 53, 54, 59, 57, 60]]
9: [[35, 27, 43, 7, 22, 2, 11], [1, 13, 3, 4, 5, 14, 28, 8, 6, 9, 10, 12, 15, 18, 16, 17, 24, 21, 29, 31, 23, 25], [20, 19, 26, 30, 58, 33, 34, 32, 46], [37, 36, 39, 38, 44, 40, 45, 42, 47, 51, 50, 56], [49, 55, 52, 41, 48, 53, 54, 59, 57, 60]]
10: [[35, 27, 43, 7, 22, 2, 11], [1, 13, 3, 4, 5, 14, 28, 8, 9, 6, 15, 17, 12, 23, 10, 21, 24, 16, 18, 25, 31, 29], [20, 19, 30, 26, 58, 33, 34, 32, 46], [37, 36, 39, 38, 44, 40, 45, 42, 47, 51, 50, 56], [49, 55, 52, 41, 48, 53, 54, 59, 57, 60]]
