0: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
1: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
2: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
3: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
4: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
5: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
6: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
7: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
8: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
9: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
10: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
11: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
12: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
13: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
14: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
15: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
16: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
17: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
18: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
19: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
20: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
21: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
22: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
23: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
24: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
25: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
26: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
27: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
28: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
29: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
30: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
31: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
32: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
33: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
34: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
35: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
36: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
37: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
38: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
39: [[8, 7, 10, 5], [3, 1, 2, 4], [12, 11, 9, 13], [6, 14, 15, 16], [19, 17, 18, 20]]
