It No., Best MQ, No clusters, max clus, min clus
1,2.1090432804729047,9,6,2
2,2.0400358581393063,8,6,2
3,1.9332498280774142,5,13,2
4,1.3637516869095816,4,9,3
5,1.4252359008119377,3,10,5
6,2.075597147950089,5,7,3
7,1.6719335850282142,9,5,2
8,2.0393692331343662,7,6,2
9,1.9212846184035557,8,4,2
10,1.9491552375273307,5,8,3
11,1.777753501266087,9,4,2
12,1.9741350380885265,5,8,2
13,2.013980227141234,6,6,2
14,1.9423823662559212,8,7,2
15,2.0286556555322734,5,8,3
16,1.8417293233082708,3,14,3
17,2.0539772145417308,6,10,2
18,1.7631416202844772,3,11,4
19,1.4292306223611102,4,6,6
20,1.8874962791207759,5,7,3
21,1.8245181084506104,6,7,2
22,2.0294075352315213,4,8,3
23,1.9340790454884416,4,14,2
24,1.852935313660348,7,7,2
25,1.9687319441883337,6,9,2
26,1.632317562149158,3,13,2
27,1.9557734033520957,5,6,3
28,1.7692771092370632,8,5,2
29,1.8337612323491657,4,10,3
30,1.940758750293634,7,6,2
31,1.8466869152353023,6,5,3
