It No., Best MQ, No clusters, max clus, min clus
1,1.8892945625713027,11,5,2
2,1.9716470421494259,9,8,1
3,1.968875491343983,12,6,2
4,1.9119643312740673,9,7,1
5,1.7832934743010265,9,9,2
6,1.7083305333450103,9,7,2
7,1.9206695073509377,11,5,2
8,1.7999859930631295,11,6,1
9,2.022974042014116,14,5,1
10,1.82359683361409,12,5,2
11,1.7788360512618977,12,5,2
12,1.7796106959993907,11,5,2
13,1.9079294230455652,9,6,2
14,1.9202462521148231,11,5,2
15,1.712361622397764,9,7,2
16,1.886313686313686,9,8,3
17,1.9078757066715741,11,5,2
18,1.93936012924052,10,5,1
19,1.9402456047743686,12,6,2
20,1.7350649350649352,7,10,1
21,1.691742822520312,11,6,2
22,1.6717885212506447,8,6,1
23,1.819076895389935,7,12,2
24,1.9729714320752494,11,5,2
25,1.9426869952171775,10,5,3
26,1.9350287435820628,11,5,2
27,1.756936730466142,9,6,2
28,1.7344984802431611,10,6,2
29,1.7512665833383978,9,8,1
30,1.8953237857243208,12,7,2
31,1.9224027198961269,12,5,1
