It No., Best MQ, No clusters, max clus, min clus
1,1.7635642135642138,9,4,2
2,1.7583599974904323,7,4,2
3,1.6787878787878787,5,4,4
4,1.93970473970474,7,5,2
5,1.8378129117259552,7,4,2
6,2.14271911663216,6,5,2
7,2.003282828282828,7,4,2
8,1.8767368252662373,6,5,2
9,2.2141053391053394,6,5,2
10,1.7534697057689508,5,8,2
11,1.740777230432403,5,6,3
12,2.05515873015873,8,5,1
13,1.88989898989899,6,7,2
14,1.8921016852051333,5,7,2
15,2.0772195640616693,6,5,2
16,1.8648989898989898,4,6,4
17,1.8909172864548118,6,4,2
18,1.8341491841491844,6,6,2
19,1.8868552282998285,6,5,2
20,1.6904761904761905,6,6,2
21,1.529235209235209,5,4,4
22,2.076992451992452,7,5,2
23,1.8715339008817269,6,6,2
24,1.788973063973064,7,4,2
25,1.8633116883116885,6,5,2
26,1.5889949843438216,6,7,1
27,1.9334700387331964,7,5,1
28,1.8494331065759635,5,8,3
29,1.7823286574181714,6,5,2
30,2.1230177023787573,5,5,3
31,1.9951652542623814,5,6,3
