0: [[20, 19, 40, 35, 1, 33, 7, 4, 3, 2, 34], [5, 11, 9, 8, 12, 14, 15, 28, 17, 16, 18, 23, 22, 29, 26, 10], [25, 27, 30, 24, 51, 32, 31, 37, 36, 45, 39, 38, 42, 41, 13, 43, 44, 21, 6], [46, 48, 55, 49, 50, 58, 53, 47, 60, 54, 57, 56, 52, 59]]
1: [[20, 19, 40, 35, 1, 33, 7, 4, 3, 12, 2], [5, 11, 9, 8, 28, 14, 22, 6, 15, 10, 13, 31, 16, 18, 24, 21, 23, 26], [25, 27, 17, 29, 30, 37, 36, 32, 34, 38, 39, 43, 42, 46, 45, 44, 51], [41, 48, 47, 54, 49, 53, 52, 56, 50, 55, 57, 59, 60, 58]]
2: [[20, 19, 40, 35, 1, 33, 7, 4, 3, 12, 2], [5, 11, 9, 8, 28, 14, 22, 6, 31, 10, 13, 15, 18, 16, 24, 21, 23, 26], [27, 25, 17, 29, 30, 37, 36, 32, 34, 38, 39, 43, 42, 46, 45, 44, 51], [41, 48, 47, 54, 49, 53, 52, 56, 50, 55, 57, 59, 60, 58]]
3: [[20, 19, 40, 35, 1, 33, 7, 4, 3, 12, 2], [5, 11, 9, 8, 28, 14, 22, 6, 31, 10, 13, 15, 18, 16, 24, 21, 23, 26], [27, 25, 17, 29, 30, 37, 36, 32, 34, 38, 39, 43, 42, 46, 45, 44, 51], [41, 48, 47, 54, 49, 53, 52, 56, 50, 55, 57, 59, 60, 58]]
4: [[20, 19, 40, 35, 1, 33, 7, 4, 3, 12, 2], [5, 11, 9, 8, 28, 14, 22, 6, 31, 10, 13, 15, 17, 16, 18, 24, 21, 23], [25, 27, 30, 29, 26, 37, 36, 32, 34, 38, 39, 43, 42, 46, 45, 44, 51], [41, 48, 47, 54, 49, 53, 52, 56, 50, 55, 57, 59, 60, 58]]
5: [[20, 19, 40, 35, 1, 33, 7, 4, 3, 12, 2], [5, 11, 9, 8, 28, 14, 22, 6, 31, 10, 13, 15, 18, 16, 24, 23, 17, 21], [25, 27, 30, 29, 26, 37, 36, 32, 34, 38, 39, 43, 42, 46, 45, 44, 51], [41, 48, 47, 54, 49, 53, 52, 56, 50, 55, 57, 59, 60, 58]]
6: [[20, 19, 40, 35, 1, 33, 7, 4, 3, 12, 2], [5, 11, 9, 8, 28, 14, 22, 6, 31, 10, 13, 15, 18, 16, 24, 21, 17, 23], [25, 27, 26, 29, 30, 37, 36, 32, 34, 38, 39, 43, 42, 46, 45, 44, 51], [41, 48, 47, 54, 49, 53, 52, 56, 50, 55, 59, 57, 60, 58]]
7: [[20, 19, 40, 35, 1, 33, 7, 4, 3, 12, 2], [5, 11, 9, 8, 28, 14, 22, 31, 13, 15, 18, 16, 24, 17, 23, 10, 21, 6], [25, 27, 30, 29, 26, 37, 36, 32, 34, 38, 39, 43, 42, 46, 45, 44, 51], [41, 48, 47, 54, 49, 53, 52, 56, 50, 55, 57, 59, 60, 58]]
8: [[20, 19, 40, 35, 1, 33, 7, 4, 3, 12, 2], [5, 11, 9, 8, 28, 14, 22, 6, 31, 10, 15, 13, 18, 16, 24, 21, 17, 23], [25, 27, 26, 29, 30, 37, 36, 32, 34, 38, 39, 43, 42, 46, 45, 44, 51], [41, 48, 47, 54, 49, 53, 52, 56, 50, 55, 57, 59, 60, 58]]
9: [[20, 19, 40, 35, 1, 33, 7, 4, 3, 12, 2], [5, 11, 9, 8, 28, 14, 22, 6, 31, 10, 13, 15, 17, 16, 24, 18, 21, 23], [25, 27, 26, 29, 30, 37, 36, 32, 34, 38, 39, 43, 42, 46, 45, 44, 51], [41, 48, 47, 54, 49, 53, 52, 56, 50, 55, 57, 59, 60, 58]]
