0: [[5, 10, 2, 13], [3, 1, 4, 6], [8, 7, 11, 9, 12]]
1: [[5, 10, 2, 13], [3, 1, 4, 6], [8, 7, 11, 9, 12]]
2: [[5, 10, 2, 13], [3, 1, 4, 6], [8, 7, 11, 9, 12]]
3: [[5, 10, 2, 13], [3, 1, 4, 6], [8, 7, 11, 9, 12]]
4: [[5, 10, 2, 13], [3, 1, 4, 6], [8, 7, 11, 9, 12]]
5: [[5, 10, 2, 13], [3, 1, 4, 6], [8, 7, 11, 9, 12]]
6: [[5, 10, 2, 13], [3, 1, 4, 6], [8, 7, 11, 9, 12]]
7: [[5, 10, 2, 13], [3, 1, 4, 6], [8, 7, 11, 9, 12]]
8: [[5, 10, 2, 13], [3, 1, 4, 6], [8, 7, 11, 9, 12]]
9: [[5, 10, 2, 13], [3, 1, 4, 6], [8, 7, 11, 9, 12]]
10: [[5, 10, 2, 13], [3, 1, 4, 6], [8, 7, 11, 9, 12]]
11: [[5, 10, 2, 13], [3, 1, 4, 6], [8, 7, 11, 9, 12]]
12: [[5, 10, 2, 13], [3, 1, 4, 6], [8, 7, 11, 9, 12]]
13: [[5, 10, 2, 13], [3, 1, 4, 6], [8, 7, 11, 9, 12]]
14: [[5, 10, 2, 13], [3, 1, 4, 6], [8, 7, 11, 9, 12]]
15: [[5, 10, 2, 13], [3, 1, 4, 6], [8, 7, 11, 9, 12]]
16: [[5, 10, 2, 13], [3, 1, 4, 6], [8, 7, 11, 9, 12]]
17: [[5, 10, 2, 13], [3, 1, 4, 6], [8, 7, 11, 9, 12]]
18: [[5, 10, 2, 13], [3, 1, 4, 6], [8, 7, 11, 9, 12]]
19: [[5, 10, 2, 13], [3, 1, 4, 6], [8, 7, 11, 9, 12]]
20: [[5, 10, 2, 13], [3, 1, 4, 6], [8, 7, 11, 9, 12]]
21: [[5, 10, 2, 13], [3, 1, 4, 6], [8, 7, 11, 9, 12]]
22: [[5, 10, 2, 13], [3, 1, 4, 6], [8, 7, 11, 9, 12]]
23: [[5, 10, 2, 13], [3, 1, 4, 6], [8, 7, 11, 9, 12]]
24: [[5, 10, 2, 13], [3, 1, 4, 6], [8, 7, 11, 9, 12]]
25: [[5, 10, 2, 13], [3, 1, 4, 6], [8, 7, 11, 9, 12]]
