0: [[35, 7, 2, 1, 3, 14], [4, 13, 28, 5, 9, 8, 30, 15, 12, 23, 18, 25, 17, 24, 16, 29, 10, 21, 6], [20, 19, 31, 11, 27, 22, 26, 40, 45, 32, 43], [33, 34, 39, 36, 46, 38, 41, 37, 42, 47, 44, 51], [52, 57, 48, 49, 50, 55, 54, 53, 56, 58, 59, 60]]
1: [[35, 7, 2, 1, 3, 14], [4, 13, 28, 5, 9, 8, 30, 15, 12, 23, 18, 25, 17, 24, 16, 29, 10, 21, 6], [20, 19, 31, 11, 27, 22, 26, 40, 45, 32, 43], [33, 34, 39, 36, 46, 38, 41, 37, 42, 47, 44, 51], [52, 57, 48, 49, 50, 55, 54, 53, 56, 58, 59, 60]]
2: [[35, 7, 2, 1, 3, 14], [4, 13, 28, 5, 9, 25, 10, 11, 12, 23, 15, 29, 18, 24, 16, 17, 8, 21, 6], [19, 27, 22, 20, 30, 26, 31, 40, 37, 32, 43], [33, 34, 39, 36, 46, 38, 41, 45, 42, 47, 44, 51], [52, 57, 48, 49, 50, 55, 54, 53, 56, 58, 59, 60]]
3: [[35, 7, 2, 1, 3, 14], [4, 13, 28, 5, 6, 8, 24, 11, 9, 12, 10, 31, 29, 15, 16, 21, 18, 30, 23], [22, 25, 17, 20, 19, 26, 27, 40, 37, 32, 43], [33, 34, 39, 36, 46, 38, 41, 45, 42, 44, 47, 51], [52, 57, 48, 49, 50, 55, 54, 53, 56, 58, 59, 60]]
4: [[35, 7, 2, 1, 3, 14], [4, 13, 28, 5, 8, 6, 10, 12, 11, 22, 9, 15, 31, 18, 23, 24, 16, 21, 17], [20, 19, 29, 25, 26, 27, 30, 40, 37, 32, 43], [33, 34, 39, 36, 46, 38, 41, 42, 44, 47, 45, 51], [52, 57, 48, 49, 50, 55, 54, 53, 56, 58, 59, 60]]
5: [[35, 7, 2, 1, 3, 14], [4, 13, 28, 5, 6, 10, 9, 11, 8, 12, 15, 29, 21, 16, 27, 18, 23, 17, 22], [20, 19, 30, 25, 24, 26, 31, 40, 37, 32, 43], [33, 34, 39, 36, 46, 38, 41, 42, 44, 47, 45, 51], [52, 57, 48, 49, 50, 55, 54, 53, 56, 58, 59, 60]]
6: [[35, 7, 2, 1, 3, 14], [4, 13, 28, 5, 18, 11, 24, 15, 8, 27, 30, 9, 10, 21, 12, 17, 16, 23, 6], [20, 19, 22, 31, 25, 26, 29, 40, 37, 32, 43], [33, 34, 39, 36, 46, 38, 41, 42, 44, 45, 47, 51], [52, 57, 48, 49, 50, 55, 54, 53, 56, 58, 59, 60]]
7: [[35, 7, 2, 1, 3, 14], [4, 13, 28, 5, 6, 9, 10, 11, 22, 8, 12, 15, 23, 18, 16, 21, 27, 24, 17], [20, 25, 19, 26, 30, 29, 31, 40, 37, 32, 43], [33, 34, 39, 36, 46, 38, 41, 42, 45, 47, 44, 51], [52, 57, 48, 49, 50, 55, 54, 53, 56, 58, 59, 60]]
8: [[35, 7, 2, 1, 3, 14], [4, 13, 28, 5, 8, 6, 10, 12, 11, 27, 9, 15, 23, 18, 22, 24, 17, 21, 16], [20, 19, 29, 25, 26, 30, 31, 40, 37, 32, 43], [33, 34, 39, 36, 46, 38, 41, 42, 44, 47, 45, 51], [52, 57, 48, 49, 50, 55, 54, 53, 56, 58, 59, 60]]
9: [[35, 7, 2, 1, 3, 14], [4, 13, 28, 5, 8, 6, 10, 12, 11, 27, 9, 15, 23, 18, 22, 24, 17, 21, 16], [20, 19, 29, 25, 26, 30, 31, 40, 37, 32, 43], [33, 34, 39, 36, 46, 38, 41, 42, 44, 47, 45, 51], [52, 57, 48, 49, 50, 55, 54, 53, 56, 58, 59, 60]]
10: [[35, 7, 2, 1, 3, 14], [4, 13, 28, 5, 15, 6, 9, 23, 10, 12, 16, 25, 11, 8, 24, 18, 22, 21, 26], [29, 19, 17, 27, 30, 20, 31, 40, 37, 32, 43], [33, 34, 39, 36, 46, 38, 41, 42, 44, 45, 47, 51], [52, 57, 48, 49, 50, 55, 54, 53, 56, 58, 59, 60]]
11: [[35, 7, 2, 1, 3, 14], [4, 13, 28, 5, 15, 6, 9, 23, 10, 12, 16, 25, 11, 8, 24, 18, 22, 21, 26], [29, 19, 17, 27, 30, 20, 31, 40, 37, 32, 43], [33, 34, 39, 36, 46, 38, 41, 42, 44, 45, 47, 51], [52, 57, 48, 49, 50, 55, 54, 53, 56, 58, 59, 60]]
12: [[35, 7, 2, 1, 3, 14], [4, 13, 28, 5, 8, 6, 11, 9, 10, 22, 12, 15, 31, 26, 23, 16, 18, 21, 17], [20, 19, 24, 27, 25, 29, 30, 40, 37, 32, 43], [33, 34, 39, 36, 46, 38, 41, 42, 45, 47, 44, 51], [52, 57, 48, 49, 50, 55, 54, 53, 56, 58, 59, 60]]
13: [[35, 7, 2, 1, 3, 14], [4, 13, 28, 5, 8, 6, 11, 9, 10, 22, 12, 15, 31, 26, 23, 16, 18, 21, 17], [20, 19, 24, 27, 25, 29, 30, 40, 37, 32, 43], [33, 34, 39, 36, 46, 38, 41, 42, 45, 47, 44, 51], [52, 57, 48, 49, 50, 55, 54, 53, 56, 58, 59, 60]]
14: [[35, 7, 2, 1, 3, 14], [4, 13, 28, 5, 6, 10, 11, 12, 9, 15, 8, 25, 27, 23, 17, 21, 18, 24, 16], [20, 22, 19, 26, 29, 31, 30, 40, 45, 32, 43], [33, 34, 39, 36, 46, 38, 41, 37, 44, 42, 47, 51], [52, 57, 48, 49, 50, 55, 54, 53, 56, 58, 59, 60]]
15: [[35, 7, 2, 1, 3, 14], [4, 13, 28, 5, 10, 6, 8, 11, 12, 15, 24, 16, 21, 9, 31, 18, 19, 17, 23], [20, 27, 22, 25, 30, 26, 29, 40, 37, 32, 43], [33, 34, 39, 36, 46, 38, 41, 44, 45, 42, 47, 51], [52, 57, 48, 49, 50, 55, 54, 53, 56, 58, 59, 60]]
16: [[35, 7, 2, 1, 3, 14], [4, 13, 28, 5, 10, 6, 25, 9, 8, 15, 11, 31, 12, 16, 17, 21, 27, 30, 18], [20, 22, 19, 23, 24, 26, 29, 40, 37, 32, 43], [33, 34, 39, 36, 46, 38, 41, 47, 42, 44, 45, 51], [52, 57, 48, 49, 50, 55, 54, 53, 56, 58, 59, 60]]
17: [[35, 7, 2, 1, 3, 14], [4, 13, 28, 5, 10, 6, 9, 8, 11, 15, 29, 31, 12, 21, 19, 17, 16, 23, 18], [20, 22, 25, 26, 24, 27, 30, 40, 45, 32, 43], [33, 34, 39, 36, 46, 38, 41, 37, 44, 47, 42, 51], [52, 57, 48, 49, 50, 55, 54, 53, 56, 58, 59, 60]]
18: [[35, 7, 2, 1, 3, 14], [4, 13, 28, 5, 12, 8, 11, 9, 16, 25, 18, 23, 24, 15, 17, 19, 10, 21, 6], [20, 31, 22, 27, 26, 29, 30, 40, 37, 32, 43], [33, 34, 39, 36, 46, 38, 41, 42, 45, 47, 44, 51], [52, 57, 48, 49, 50, 55, 54, 53, 56, 58, 59, 60]]
19: [[35, 7, 2, 1, 3, 14], [4, 13, 28, 5, 12, 8, 10, 11, 6, 9, 15, 16, 25, 23, 19, 17, 24, 18, 21], [20, 31, 22, 27, 26, 29, 30, 40, 37, 32, 43], [33, 34, 39, 36, 46, 38, 41, 42, 45, 47, 44, 51], [52, 57, 48, 49, 50, 55, 54, 53, 56, 58, 59, 60]]
20: [[35, 7, 2, 1, 3, 14], [4, 13, 28, 5, 6, 10, 11, 8, 9, 12, 15, 17, 19, 23, 21, 16, 18, 25, 24], [20, 22, 27, 29, 26, 31, 30, 40, 37, 32, 43], [33, 34, 39, 36, 46, 38, 41, 42, 44, 45, 47, 51], [52, 57, 48, 49, 50, 55, 54, 53, 56, 58, 59, 60]]
21: [[35, 7, 2, 1, 3, 14], [4, 13, 28, 5, 8, 6, 11, 9, 10, 27, 12, 15, 23, 26, 22, 16, 17, 21, 18], [20, 19, 24, 25, 29, 30, 31, 40, 37, 32, 43], [33, 34, 39, 36, 46, 38, 41, 42, 45, 47, 44, 51], [52, 57, 48, 49, 50, 55, 54, 53, 56, 58, 59, 60]]
22: [[35, 7, 2, 1, 3, 14], [4, 13, 28, 5, 10, 6, 8, 15, 11, 9, 12, 31, 21, 16, 18, 27, 17, 29, 22], [20, 19, 23, 24, 26, 25, 30, 40, 37, 32, 43], [33, 34, 39, 36, 46, 38, 41, 42, 44, 47, 45, 51], [52, 57, 48, 49, 50, 55, 54, 53, 56, 58, 59, 60]]
