0: [[3, 1, 5, 2], [9, 4, 6, 8, 11], [7, 12, 10, 13]]
1: [[3, 1, 5, 2], [9, 4, 6, 8, 11], [7, 12, 10, 13]]
2: [[3, 1, 5, 2], [9, 4, 6, 8, 11], [7, 12, 10, 13]]
3: [[3, 1, 5, 2], [9, 4, 6, 8, 11], [7, 12, 10, 13]]
4: [[3, 1, 5, 2], [9, 4, 6, 8, 11], [7, 12, 10, 13]]
5: [[3, 1, 5, 2], [9, 4, 6, 8, 11], [7, 12, 10, 13]]
6: [[3, 1, 5, 2], [9, 4, 6, 8, 11], [7, 12, 10, 13]]
7: [[3, 1, 5, 2], [9, 4, 6, 8, 11], [7, 12, 10, 13]]
8: [[3, 1, 5, 2], [9, 4, 6, 8, 11], [7, 12, 10, 13]]
9: [[3, 1, 5, 2], [9, 4, 6, 8, 11], [7, 12, 10, 13]]
10: [[3, 1, 5, 2], [9, 4, 6, 8, 11], [7, 12, 10, 13]]
11: [[3, 1, 5, 2], [9, 4, 6, 8, 11], [7, 12, 10, 13]]
12: [[3, 1, 5, 2], [9, 4, 6, 8, 11], [7, 12, 10, 13]]
13: [[3, 1, 5, 2], [9, 4, 6, 8, 11], [7, 12, 10, 13]]
14: [[3, 1, 5, 2], [9, 4, 6, 8, 11], [7, 12, 10, 13]]
15: [[3, 1, 5, 2], [9, 4, 6, 8, 11], [7, 12, 10, 13]]
16: [[3, 1, 5, 2], [9, 4, 6, 8, 11], [7, 12, 10, 13]]
17: [[3, 1, 5, 2, 9], [4, 6, 8, 11], [7, 12, 10, 13]]
18: [[3, 1, 5, 2, 9], [4, 6, 8, 11], [7, 12, 10, 13]]
19: [[3, 1, 5, 2, 9], [4, 6, 8, 11], [7, 12, 10, 13]]
20: [[3, 1, 5, 2, 9], [4, 6, 8, 11], [7, 12, 10, 13]]
21: [[3, 1, 5, 2, 9], [4, 6, 8, 11], [7, 12, 10, 13]]
22: [[3, 1, 5, 2, 9], [4, 6, 8, 11], [7, 12, 10, 13]]
23: [[3, 1, 5, 2, 9], [4, 6, 8, 11], [7, 12, 10, 13]]
24: [[3, 1, 5, 2, 9], [4, 6, 8, 11], [7, 12, 10, 13]]
25: [[3, 1, 5, 2, 9], [4, 6, 8, 11], [7, 12, 10, 13]]
26: [[3, 1, 5, 2, 9], [4, 6, 8, 11], [7, 12, 10, 13]]
27: [[3, 1, 5, 2, 9], [4, 6, 8, 11], [7, 12, 10, 13]]
