0: [[6, 1, 3, 4], [10, 2, 13, 5, 12], [7, 8, 11, 9]]
1: [[6, 1, 3, 4], [10, 2, 13, 5, 12], [7, 8, 11, 9]]
2: [[6, 1, 3, 4], [10, 2, 13, 5, 12], [7, 8, 11, 9]]
3: [[6, 1, 3, 4], [10, 2, 13, 5, 12], [7, 8, 11, 9]]
4: [[6, 1, 3, 4], [10, 2, 13, 5, 12], [7, 8, 11, 9]]
5: [[6, 1, 3, 4], [10, 2, 13, 5, 12], [7, 8, 11, 9]]
6: [[6, 1, 3, 4], [10, 2, 13, 5, 12], [7, 8, 11, 9]]
7: [[6, 1, 3, 4], [10, 2, 13, 5, 12], [7, 8, 11, 9]]
8: [[6, 1, 3, 4], [10, 2, 13, 5], [12, 7, 8, 11, 9]]
9: [[6, 1, 3, 4], [10, 2, 13, 5], [12, 7, 8, 11, 9]]
10: [[6, 1, 3, 4, 10], [2, 13, 5, 12], [7, 8, 11, 9]]
11: [[6, 1, 3, 4], [10, 2, 13, 5], [12, 7, 8, 11, 9]]
12: [[6, 1, 3, 4, 10], [2, 13, 5, 12], [7, 8, 11, 9]]
13: [[6, 1, 3, 4, 10], [2, 13, 5, 12], [7, 8, 11, 9]]
14: [[6, 1, 3, 4, 10], [2, 13, 5, 12], [7, 8, 11, 9]]
15: [[6, 1, 3, 4, 10], [2, 13, 5], [12, 7, 8, 11, 9]]
16: [[6, 1, 3, 4, 10], [2, 13, 5, 12, 7], [8, 11, 9]]
17: [[6, 1, 3, 4, 10], [2, 13, 5, 12, 7], [8, 11, 9]]
18: [[6, 1, 3, 4, 10], [2, 13, 5, 12, 7], [8, 11, 9]]
19: [[6, 1, 3, 4, 10], [2, 13, 5, 12, 7], [8, 11, 9]]
20: [[6, 1, 3, 4, 10], [2, 13, 5, 12, 7], [8, 11, 9]]
21: [[6, 1, 3, 4, 10], [2, 13, 5, 12, 7], [8, 11, 9]]
22: [[6, 1, 3, 4], [10, 2, 13, 5, 12, 7], [8, 11, 9]]
23: [[6, 1, 3, 4], [10, 2, 13, 5, 12, 7], [8, 11, 9]]
24: [[6, 1, 3, 4, 10, 2], [13, 5, 12, 7], [8, 11, 9]]
25: [[6, 1, 3, 4, 10, 2], [13, 5, 12, 7], [8, 11, 9]]
26: [[6, 1, 3], [4, 10, 2, 13, 5], [12, 7, 8, 11, 9]]
27: [[6, 1, 3], [4, 10, 2, 13, 5, 12], [7, 8, 11, 9]]
