0: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
1: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
2: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
3: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
4: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
5: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
6: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
7: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
8: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
9: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
10: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
11: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
12: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
13: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
14: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
15: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
16: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
17: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
18: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
19: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
20: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
21: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
22: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
23: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
24: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
25: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
26: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
27: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
28: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11], [14, 5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
29: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11], [14, 5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
30: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11], [14, 5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
31: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11], [14, 5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
32: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11], [14, 5, 12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
33: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14, 5], [12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
34: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14, 5], [12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
35: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14, 5], [12, 8, 13, 15, 19, 17, 18, 20, 22], [23, 21, 24]]
36: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20], [22, 23, 21, 24]]
37: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20], [22, 23, 21, 24]]
38: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20], [22, 23, 21, 24]]
39: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20], [22, 23, 21, 24]]
40: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20], [22, 23, 21, 24]]
41: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20], [22, 23, 21, 24]]
42: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11], [14, 5, 12, 8, 13, 15, 19, 17, 18, 20], [22, 23, 21, 24]]
43: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11], [14, 5, 12, 8, 13, 15, 19, 17, 18, 20], [22, 23, 21, 24]]
44: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11], [14, 5, 12, 8, 13, 15, 19, 17, 18, 20], [22, 23, 21, 24]]
45: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11], [14, 5, 12, 8, 13, 15, 19, 17, 18, 20], [22, 23, 21, 24]]
46: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11], [14, 5, 12, 8, 13, 15, 19, 17, 18, 20], [22, 23, 21, 24]]
47: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14], [5, 12, 8, 13, 15, 19, 17, 18, 20, 22, 23], [21, 24]]
48: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14, 5], [12, 8, 13, 15, 19, 17, 18, 20, 22, 23], [21, 24]]
49: [[10, 9, 3, 1, 2, 6, 4, 16, 7, 11, 14, 5], [12, 8, 13, 15, 19, 17, 18, 20, 22, 23], [21, 24]]
