It No., Best MQ, No clusters, max clus, min clus
1,1.5482778091473743,3,14,3
2,1.6601319217418289,4,14,2
3,1.6988124067818995,4,15,3
4,1.7216970998925887,4,10,4
5,1.5651565726465995,3,13,3
6,1.6334104491999228,4,18,3
7,1.6487744337573689,3,21,3
8,1.6892085152373901,5,10,3
9,1.7028315946348733,3,23,3
10,1.6119778969608323,3,21,4
11,1.6925055657450023,4,15,3
12,1.5651565726465995,3,13,3
13,1.5962332624202227,3,15,4
14,1.5406941219601613,3,13,4
15,1.8062329827035708,5,15,3
16,1.662096406454555,4,13,4
17,1.6302371541501977,3,17,3
18,1.6499214319874291,4,14,3
19,1.562749445676275,3,15,3
20,1.5908906509312188,3,14,3
21,1.6288158336128815,3,20,3
22,1.6333691297344182,3,20,3
23,1.5947742733457018,3,14,3
24,1.5831405964698722,3,13,4
25,1.5831405964698722,3,13,4
26,1.8070646098815115,4,20,2
27,1.9389170784054555,5,9,3
28,1.5651565726465995,3,13,3
29,1.7735372735372734,4,18,2
30,1.400843065522255,3,16,5
31,1.9627540513922463,6,9,2
