0: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
1: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
2: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
3: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
4: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
5: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
6: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
7: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
8: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
9: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
10: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
11: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
12: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
13: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
14: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
15: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
16: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
17: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
18: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
19: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
20: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
21: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
22: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
23: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
24: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
25: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
26: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
27: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
28: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
29: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
30: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
31: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
32: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
33: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
34: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
35: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
36: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
37: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
38: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
39: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
40: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
41: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
42: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
43: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
44: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
45: [[3, 18, 13, 16, 1], [14, 2, 4, 10, 5], [7, 6, 12, 11, 9], [8, 15, 19, 17, 20], [21, 23, 22, 24]]
46: [[3, 18, 13, 16, 1], [14, 2, 4, 10], [5, 7, 6, 12, 11], [9, 8, 15, 19, 17], [20, 21, 23, 22, 24]]
47: [[3, 18, 13, 16, 1], [14, 2, 4, 10], [5, 7, 6, 12, 11], [9, 8, 15, 19, 17], [20, 21, 23, 22, 24]]
