0: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
1: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
2: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
3: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
4: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
5: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
6: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
7: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
8: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
9: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
10: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
11: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
12: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
13: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
14: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
15: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
16: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
17: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
18: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
19: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
20: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
21: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
22: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
23: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
24: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
25: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
26: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
27: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
28: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
29: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
30: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
31: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
32: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
33: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
34: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
35: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
36: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
37: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
38: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
39: [[16, 1, 11, 3], [6, 4, 20, 14], [7, 5, 2, 8], [10, 9, 12, 13], [18, 15, 17, 19]]
