0: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 18, 17, 20, 15]]
1: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 20, 17, 18, 15]]
2: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 17, 18, 20, 15]]
3: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 20, 17, 18, 15]]
4: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 17, 18, 20, 15]]
5: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 20, 17, 18, 15]]
6: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 17, 18, 20, 15]]
7: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 17, 18, 20, 15]]
8: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 17, 18, 20, 15]]
9: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 17, 18, 20, 15]]
10: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 17, 18, 20, 15]]
11: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 17, 18, 20, 15]]
12: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 17, 18, 20, 15]]
13: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 17, 18, 20, 15]]
14: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 17, 18, 20, 15]]
15: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 17, 20, 18, 15]]
16: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 20, 17, 18, 15]]
17: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 17, 20, 18, 15]]
18: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 17, 18, 20, 15]]
19: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 20, 17, 18, 15]]
20: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 17, 18, 20, 15]]
21: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 20, 17, 18, 15]]
22: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 17, 18, 20, 15]]
23: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 17, 18, 20, 15]]
24: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 17, 18, 20, 15]]
25: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 17, 20, 18, 15]]
26: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 20, 18, 17, 15]]
27: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 17, 20, 18, 15]]
28: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 17, 18, 20, 15]]
29: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 18, 20, 17, 15]]
30: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 17, 20, 18, 15]]
31: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 17, 18, 20, 15]]
32: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 17, 18, 20, 15]]
33: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 17, 18, 20, 15]]
34: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 17, 18, 20, 15]]
35: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 17, 18, 20, 15]]
36: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 17, 18, 20, 15]]
37: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 18, 17, 20, 15]]
38: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 18, 17, 20, 15]]
39: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 18, 17, 20, 15]]
40: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 18, 17, 20, 15]]
41: [[3, 8, 1, 2, 4], [7, 5, 6, 10, 14], [11, 13, 12, 16, 9], [19, 18, 17, 20, 15]]
