0: [[1, 4, 3, 5, 10], [8, 6, 2, 13], [7, 11, 9, 12]]
1: [[1, 4, 3, 5, 10], [8, 6, 2, 13], [7, 11, 9, 12]]
2: [[1, 4, 3, 5, 10], [8, 6, 2, 13], [7, 11, 9, 12]]
3: [[1, 4, 3, 5, 10], [8, 6, 2, 13], [7, 11, 9, 12]]
4: [[1, 4, 3, 5, 10], [8, 6, 2, 13], [7, 11, 9, 12]]
5: [[1, 4, 3, 5, 10], [8, 6, 2, 13], [7, 11, 9, 12]]
6: [[1, 4, 3, 5, 10], [8, 6, 2, 13], [7, 11, 9, 12]]
7: [[1, 4, 3, 5, 10], [8, 6, 2, 13], [7, 11, 9, 12]]
8: [[1, 4, 3, 5, 10], [8, 6, 2, 13], [7, 11, 9, 12]]
9: [[1, 4, 3, 5, 10], [8, 6, 2, 13], [7, 11, 9, 12]]
10: [[1, 4, 3, 5, 10], [8, 6, 2, 13], [7, 11, 9, 12]]
11: [[1, 4, 3, 5, 10], [8, 6, 2, 13], [7, 11, 9, 12]]
12: [[1, 4, 3, 5, 10], [8, 6, 2, 13], [7, 11, 9, 12]]
13: [[1, 4, 3, 5, 10], [8, 6, 2, 13], [7, 11, 9, 12]]
14: [[1, 4, 3, 5, 10], [8, 6, 2, 13], [7, 11, 9, 12]]
15: [[1, 4, 3, 5, 10], [8, 6, 2, 13], [7, 11, 9, 12]]
16: [[1, 4, 3, 5, 10], [8, 6, 2, 13], [7, 11, 9, 12]]
17: [[1, 4, 3, 5, 10], [8, 6, 2, 13], [7, 11, 9, 12]]
18: [[1, 4, 3, 5, 10], [8, 6, 2, 13], [7, 11, 9, 12]]
19: [[1, 4, 3, 5, 10], [8, 6, 2, 13], [7, 11, 9, 12]]
20: [[1, 4, 3, 5, 10], [8, 6, 2, 13], [7, 11, 9, 12]]
21: [[1, 4, 3, 5, 10], [8, 6, 2, 13], [7, 11, 9, 12]]
22: [[1, 4, 3, 5, 10], [8, 6, 2, 13], [7, 11, 9, 12]]
23: [[1, 4, 3, 5, 10], [8, 6, 2, 13], [7, 11, 9, 12]]
24: [[1, 4, 3, 5, 10], [8, 6, 2, 13], [7, 11, 9, 12]]
25: [[1, 4, 3, 5, 10], [8, 6, 2, 13], [7, 11, 9, 12]]
