0: [[2, 1, 14, 7, 6, 5, 3, 8, 10, 4], [13, 11, 12, 9], [15, 17, 20, 18, 16, 19]]
1: [[2, 1, 14, 7, 6, 5, 3, 8, 4, 10], [9, 13, 11, 12], [15, 17, 20, 18, 16, 19]]
2: [[2, 1, 14, 7, 6, 5, 3, 8, 4, 10], [9, 13, 11, 12], [15, 17, 20, 18, 16, 19]]
3: [[2, 1, 14, 7, 6, 5, 3, 8, 4, 10], [9, 13, 11, 12], [15, 17, 20, 18, 16, 19]]
4: [[2, 1, 14, 7, 6, 5, 3, 8, 4, 10], [9, 13, 11, 12], [15, 17, 20, 18, 16, 19]]
5: [[2, 1, 14, 7, 6, 5, 3, 8, 4, 10], [9, 13, 11, 12], [15, 17, 20, 18, 16, 19]]
6: [[2, 1, 14, 7, 6, 5, 3, 8, 4, 10], [9, 13, 11, 12], [15, 17, 20, 18, 16, 19]]
7: [[2, 1, 14, 7, 6, 5, 3, 8, 4, 10, 9], [13, 11, 12], [15, 17, 20, 18, 16, 19]]
8: [[2, 1, 14, 7, 6, 5, 3, 8, 4, 10, 9], [13, 11, 12], [15, 17, 20, 18, 16, 19]]
9: [[2, 1, 14, 7, 6, 5, 3, 8, 4, 10, 9], [13, 11, 12], [15, 17, 20, 18, 16, 19]]
10: [[2, 1, 14, 7, 6, 5, 3, 8, 4, 10, 9], [13, 11, 12], [15, 17, 20, 18, 16, 19]]
11: [[2, 1, 14, 7, 6, 5, 3, 8, 4, 10, 9], [13, 11, 12], [15, 17, 20, 18, 16, 19]]
12: [[2, 1, 14, 7, 6, 5, 3, 8, 4], [10, 9, 13, 11, 12], [15, 17, 20, 18, 16, 19]]
13: [[2, 1, 14, 7, 6, 5, 3, 8, 4, 10, 9, 13], [11, 12], [15, 17, 20, 18, 16, 19]]
14: [[2, 1, 14, 7, 6, 5, 3, 8, 4, 10], [9, 13, 11, 12, 15], [17, 20, 18, 16, 19]]
15: [[2, 1, 14, 7, 6, 5, 3, 8, 4], [10, 9, 13, 11], [12, 15, 17, 20, 18, 16, 19]]
16: [[2, 1, 14, 7, 6, 5, 3, 8, 4], [10, 9, 13, 11], [12, 15, 17, 20, 18, 16, 19]]
17: [[2, 1, 14, 7, 6, 5, 3, 8, 4], [10, 9, 13, 11], [12, 15, 17, 20, 18, 16, 19]]
18: [[2, 1, 14, 7, 6], [5, 3, 8, 4, 10, 9, 13, 11, 12], [15, 17, 20, 18, 16, 19]]
19: [[2, 1, 14, 7, 6], [5, 3, 8, 4, 10, 9, 13, 11], [12, 15, 17, 20, 18, 16, 19]]
20: [[2, 1, 14, 7, 6, 5, 3, 8, 4, 10], [9, 13], [11, 12, 15, 17, 20, 18, 16, 19]]
21: [[2, 1, 14, 7, 6, 5, 3, 8, 4, 10, 9], [13, 11, 12, 15], [17, 20, 18, 16, 19]]
22: [[2, 1], [14, 7, 6, 5, 3, 8, 4, 10, 9, 13, 11, 12], [15, 17, 20, 18, 16, 19]]
23: [[2, 1], [14, 7, 6, 5, 3, 8, 4, 10, 9, 13, 11, 12], [15, 17, 20, 18, 16, 19]]
24: [[2, 1], [14, 7, 6, 5, 3, 8, 4, 10, 9, 13, 11, 12], [15, 17, 20, 18, 16, 19]]
25: [[2, 1], [14, 7, 6, 5, 3, 8, 4, 10, 9, 13, 11, 12], [15, 17, 20, 18, 16, 19]]
26: [[2, 1, 14, 7, 6, 5, 3, 8, 4, 10, 9, 13], [11, 12, 15], [17, 20, 18, 16, 19]]
27: [[2, 1, 14], [7, 6, 5, 3, 8, 4, 10, 9, 13, 11], [12, 15, 17, 20, 18, 16, 19]]
28: [[2, 1, 14], [7, 6, 5, 3, 8, 4, 10, 9, 13, 11], [12, 15, 17, 20, 18, 16, 19]]
29: [[2, 1, 14, 7, 6, 5, 3, 8, 4, 10, 9], [13, 11], [12, 15, 17, 20, 18, 16, 19]]
30: [[2, 1, 14, 7, 6, 5, 3, 8, 4, 10, 9], [13, 11], [12, 15, 17, 20, 18, 16, 19]]
31: [[2, 1, 14, 7, 6, 5, 3, 8, 4, 10, 9], [13, 11], [12, 15, 17, 20, 18, 16, 19]]
32: [[2, 1, 14, 7, 6, 5, 3, 8, 4, 10, 9], [13, 11], [12, 15, 17, 20, 18, 16, 19]]
33: [[2, 1, 14], [7, 6, 5, 3, 8, 4, 10, 9, 13, 11, 12], [15, 17, 20, 18, 16, 19]]
34: [[2, 1, 14], [7, 6, 5, 3, 8, 4, 10, 9, 13, 11, 12], [15, 17, 20, 18, 16, 19]]
35: [[2, 1, 14], [7, 6, 5, 3, 8, 4, 10, 9, 13, 11, 12], [15, 17, 20, 18, 16, 19]]
36: [[2, 1, 14], [7, 6, 5, 3, 8, 4, 10, 9, 13, 11, 12], [15, 17, 20, 18, 16, 19]]
37: [[2, 1, 14], [7, 6, 5, 3, 8, 4, 10, 9, 13, 11, 12], [15, 17, 20, 18, 16, 19]]
38: [[2, 1, 14], [7, 6, 5, 3, 8, 4, 10, 9, 13, 11, 12], [15, 17, 20, 18, 16, 19]]
39: [[2, 1, 14, 7], [6, 5, 3, 8, 4, 10, 9, 13, 11, 12], [15, 17, 20, 18, 16, 19]]
40: [[2, 1, 14, 7], [6, 5, 3, 8, 4, 10, 9, 13, 11, 12], [15, 17, 20, 18, 16, 19]]
41: [[2, 1, 14, 7], [6, 5, 3, 8, 4, 10, 9, 13, 11, 12], [15, 17, 20, 18, 16, 19]]
