0: [[12, 5, 1, 3, 2], [4, 8, 10, 6], [9, 11, 7, 13]]
1: [[12, 5, 1, 3, 2], [4, 8, 10, 6], [9, 11, 7, 13]]
2: [[12, 5, 1, 3, 2], [4, 8, 10, 6], [9, 11, 7, 13]]
3: [[12, 5, 1, 3, 2], [4, 8, 10, 6], [9, 11, 7, 13]]
4: [[12, 5, 1, 3, 2], [4, 8, 10, 6], [9, 11, 7, 13]]
5: [[12, 5, 1, 3, 2], [4, 8, 10, 6], [9, 11, 7, 13]]
6: [[12, 5, 1, 3, 2], [4, 8, 10, 6], [9, 11, 7, 13]]
7: [[12, 5, 1, 3, 2], [4, 8, 10, 6], [9, 11, 7, 13]]
8: [[12, 5, 1, 3, 2], [4, 8, 10, 6], [9, 11, 7, 13]]
9: [[12, 5, 1, 3, 2], [4, 8, 10, 6], [9, 11, 7, 13]]
10: [[12, 5, 1, 3, 2], [4, 8, 10, 6], [9, 11, 7, 13]]
11: [[12, 5, 1, 3, 2], [4, 8, 10, 6], [9, 11, 7, 13]]
12: [[12, 5, 1, 3, 2], [4, 8, 10, 6], [9, 11, 7, 13]]
13: [[12, 5, 1, 3, 2], [4, 8, 10, 6, 9], [11, 7, 13]]
14: [[12, 5, 1, 3], [2, 4, 8, 10, 6], [9, 11, 7, 13]]
15: [[12, 5, 1, 3], [2, 4, 8, 10, 6], [9, 11, 7, 13]]
16: [[12, 5, 1, 3], [2, 4, 8, 10, 6], [9, 11, 7, 13]]
17: [[12, 5, 1, 3], [2, 4, 8, 10, 6], [9, 11, 7, 13]]
18: [[12, 5, 1, 3], [2, 4, 8, 10, 6], [9, 11, 7, 13]]
19: [[12, 5, 1, 3], [2, 4, 8, 10], [6, 9, 11, 7, 13]]
20: [[12, 5, 1, 3], [2, 4, 8, 10], [6, 9, 11, 7, 13]]
21: [[12, 5, 1, 3], [2, 4, 8, 10], [6, 9, 11, 7, 13]]
22: [[12, 5, 1, 3], [2, 4, 8, 10], [6, 9, 11, 7, 13]]
23: [[12, 5, 1, 3], [2, 4, 8, 10], [6, 9, 11, 7, 13]]
24: [[12, 5, 1, 3], [2, 4, 8, 10], [6, 9, 11, 7, 13]]
25: [[12, 5, 1, 3], [2, 4, 8, 10], [6, 9, 11, 7, 13]]
