It No., Best MQ, No clusters, max clus, min clus
1,2.225186649099692,7,4,2
2,2.2622236861367293,6,5,2
3,2.314461753080679,5,5,3
4,2.205122655122655,6,4,2
5,2.2796037296037293,6,4,2
6,2.2832674571805005,6,4,2
7,2.314461753080679,5,5,3
8,2.2622236861367293,6,5,2
9,2.2796037296037297,6,4,2
10,2.197161297544929,5,6,2
11,2.239496413409457,6,5,1
12,2.2832674571805005,6,4,2
13,2.2832674571805005,6,4,2
14,2.2796037296037297,6,4,2
15,2.2832674571805005,6,4,2
16,2.2262689001819433,6,4,2
17,2.314461753080679,5,5,3
18,2.241077441077441,6,5,2
19,2.2622236861367293,6,5,2
20,2.226268900181944,6,4,2
21,2.191233766233766,6,4,3
22,2.1931818181818183,7,4,2
23,2.2145622895622896,5,5,3
24,2.2796037296037297,6,4,2
25,2.2832674571805005,6,4,2
26,2.241077441077441,6,5,2
27,2.197161297544929,5,6,2
28,2.2832674571805005,6,4,2
29,2.2832674571805005,6,4,2
30,2.234782608695652,6,4,2
31,2.2832674571805005,6,4,2
