It No., Best MQ, No clusters, max clus, min clus
1,1.981168831168831,7,4,2
2,2.0048073615411077,6,6,2
3,2.018888129414445,6,4,2
4,2.2251866490996925,7,4,2
5,2.0392847731978163,6,4,3
6,2.0732502791326324,7,4,2
7,2.1686797193369487,5,6,3
8,2.171409749670619,6,4,3
9,2.101449275362319,7,4,2
10,2.09558803134318,5,6,3
11,2.20776240667545,6,4,3
12,2.0836993119601814,7,4,1
13,2.0121645360775795,6,5,2
14,1.998755672668716,5,4,4
15,2.09558803134318,5,6,3
16,2.1262689001819437,6,4,2
17,2.148152572065616,7,4,2
18,2.107593475989278,5,6,3
19,2.0679564523958116,5,5,3
20,2.1196303696303698,7,4,2
21,2.107187257187257,7,4,2
22,2.2093280632411068,5,5,3
23,1.9963987703118136,5,5,3
24,2.0221500721500725,8,4,2
25,2.1256487600881195,5,4,4
26,2.20776240667545,6,4,3
27,2.063328941589811,7,4,1
28,2.140178674618034,6,4,2
29,2.0612065115901435,6,6,2
30,2.0443493288320873,4,6,4
31,2.0392847731978163,6,4,3
