It No., Best MQ, No clusters, max clus, min clus
1,2.148152572065616,7,4,2
2,2.203227931488801,6,4,2
3,2.2796037296037297,6,4,2
4,2.1016157755288187,7,4,2
5,2.223761423761424,6,5,2
6,2.2585599585599585,6,5,2
7,2.19271911663216,6,4,2
8,2.076431609326346,7,4,2
9,2.2412439412439413,6,5,2
10,2.110992275698158,6,5,2
11,2.18261810653115,5,4,4
12,2.213636363636364,6,4,2
13,2.283433957347001,6,4,2
14,2.2934179820369076,5,5,2
15,2.1804584304584305,6,5,2
16,2.2227387701812256,7,4,2
17,2.2447585094643916,6,5,2
18,2.1926869426869424,7,5,2
19,2.1958142501620763,7,5,2
20,2.244614209320092,5,5,3
21,2.1486513486513488,7,4,1
22,2.224376114081996,6,5,2
23,2.1933483183483182,7,4,2
24,2.11231884057971,5,4,4
25,2.2722717369776193,5,5,3
26,2.2796037296037297,6,4,2
27,2.223761423761424,6,5,2
28,2.045469912102772,5,4,4
29,2.2623901863032296,6,5,2
30,2.2722717369776193,5,5,3
31,2.2262689001819433,6,4,2
