It No., Best MQ, No clusters, max clus, min clus
1,2.055325032358825,6,5,3
2,1.9059179922425624,9,4,2
3,1.9811029268956377,7,6,2
4,2.039708250449938,10,4,1
5,1.816210277214334,7,5,2
6,1.985666392993979,8,4,2
7,1.8233475993066786,8,4,2
8,1.8324419955163007,6,4,4
9,1.8770800791419346,5,9,3
10,1.9310783550576431,7,6,3
11,2.006383240859539,6,9,3
12,2.035120474522097,7,6,2
13,1.9855162349177398,9,4,1
14,1.9530153597732256,9,4,2
15,1.932102030255245,7,4,3
16,1.898811894540667,8,4,2
17,2.050945162425484,8,4,2
18,2.0957564717605286,10,3,1
19,1.9264845678441997,7,6,3
20,1.9293968025675343,5,9,3
21,1.9856377136024248,7,6,2
22,1.9697872512913164,7,8,1
23,1.9366925857628678,7,4,2
24,1.9693947144075021,8,4,2
25,2.1278483751224067,8,4,2
26,1.9888079553296945,7,6,2
27,2.000072123503829,8,4,2
28,1.8705035843837634,7,5,2
29,2.183102124784653,7,5,3
30,1.8657662912609743,7,5,2
31,1.9022572047309678,5,9,3
