It No., Best MQ, No clusters, max clus, min clus
1,1.7895622895622894,4,5,5
2,1.785166240409207,3,7,6
3,1.8391867391867391,5,4,4
4,1.6376518218623481,4,5,5
5,1.7734733330806263,3,7,6
6,2.1573593073593074,5,4,4
7,1.8714285714285714,4,5,5
8,1.7264264264264264,3,7,6
9,1.7548282470883088,3,7,6
10,1.9168350168350168,4,5,5
11,1.7878787878787878,4,5,5
12,1.9470355634148737,4,5,5
13,2.11231884057971,5,4,4
14,1.8582820688083843,5,4,4
15,2.0369038208168644,5,4,4
16,1.8278562017692452,5,4,4
17,1.9168350168350168,4,5,5
18,1.7972989658897978,5,4,4
19,1.9524593763724198,5,4,4
20,1.9168350168350168,4,5,5
21,1.854689366786141,4,5,5
22,1.7088381484933208,4,5,5
23,1.8095785440613026,3,7,6
24,2.004773541870316,6,4,3
25,1.8095785440613026,3,7,6
26,1.8248426291904551,5,4,4
27,1.736199948238252,3,7,6
28,2.0351391149345113,6,4,3
29,1.8547378547378548,5,4,4
30,1.8150879917184264,4,5,5
31,1.8712690817953974,5,4,4
