It No., Best MQ, No clusters, max clus, min clus
1,1.3784412580317982,4,16,14
2,1.5465880935596745,5,24,8
3,1.5339066619840398,5,14,10
4,1.4618863387333358,5,15,11
5,1.5129271402658622,8,9,6
6,1.4777882876711834,6,11,9
7,1.433300741592047,4,28,9
8,1.7506974744387933,7,15,6
9,1.5913926346469187,25,5,1
10,1.5821220165431913,5,22,5
11,1.4453902764545632,5,19,7
12,1.49670190459695,18,8,1
13,1.847620294509257,21,7,1
14,1.6082210893096607,19,6,1
15,1.5873749020731367,6,12,8
16,1.5358091692604585,16,6,1
17,1.499000575214077,5,16,9
18,1.722148253160058,18,9,1
19,1.7043295058968595,8,11,2
20,1.5132744916956298,5,22,4
21,1.4137101744461225,14,9,1
22,1.5016488551605784,14,8,1
23,1.5437031304507918,6,24,4
24,1.5411454234946749,6,15,7
25,1.654144890133025,6,17,5
26,1.2839369028872991,18,6,1
27,1.5286355486787622,5,13,11
28,1.2223424010347488,3,24,14
29,1.562506609250776,11,9,2
30,1.600787671821081,23,7,1
31,1.5515777812432225,17,7,1
