It No., Best MQ, No clusters, max clus, min clus
1,1.4069072614891494,4,22,9
2,1.7449045829212202,6,18,3
3,1.5762884713841565,5,20,5
4,1.4841725367059468,5,19,8
5,1.6866433934405942,18,6,1
6,1.4956340815896199,5,24,4
7,1.367983567807179,12,7,2
8,1.4605039367877848,5,17,6
9,1.4241829862604138,8,10,5
10,1.5232051847298775,12,8,2
11,1.5381888312280736,12,10,1
12,1.667144226811706,6,15,4
13,1.536283355888156,14,8,2
14,1.4359907074524305,4,21,7
15,1.48335980620026,18,6,1
16,1.4875246276080538,5,20,7
17,1.668828605970649,25,6,1
18,1.4745873528941402,5,19,6
19,1.472014851727824,5,19,5
20,1.4360781149892992,5,21,6
21,1.378839586196666,4,19,9
22,1.6275547634075485,5,21,8
23,1.3830149546056378,4,21,8
24,1.3350421662972205,10,8,5
25,1.4789801471729083,5,15,8
26,1.4140542338640707,4,22,9
27,1.4467009489542149,5,17,8
28,1.4351472178322984,15,6,1
29,1.5192274626839972,12,7,1
30,1.6093881690565617,20,7,1
31,1.3300639136586445,4,21,9
