0: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
1: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
2: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
3: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
4: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
5: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
6: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
7: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
8: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
9: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
10: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
11: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
12: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
13: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
14: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
15: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
16: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
17: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
18: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
19: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
20: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
21: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
22: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
23: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
24: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
25: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
26: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
27: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
28: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
29: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
30: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
31: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
32: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
33: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
34: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
35: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
36: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
37: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
38: [[3, 7, 10, 5, 1, 8, 2], [13, 6, 9, 12, 11, 14, 16], [4, 15, 17, 19, 18, 20]]
39: [[3, 7, 10, 5, 1, 8], [2, 13, 6, 9, 12, 11, 14], [16, 4, 15, 17, 19, 18, 20]]
