0: [[8, 2, 11], [1, 5, 3], [4, 6, 10, 9], [7, 13, 12]]
1: [[8, 2, 11], [1, 5, 3], [4, 6, 10, 9], [7, 13, 12]]
2: [[8, 2, 11], [1, 5, 3], [4, 6, 10, 9], [7, 13, 12]]
3: [[8, 2, 11], [1, 5, 3], [4, 6, 10, 9], [7, 13, 12]]
4: [[8, 2, 11], [1, 5, 3], [4, 6, 10, 9], [7, 13, 12]]
5: [[8, 2, 11], [1, 5, 3], [4, 6, 10, 9], [7, 13, 12]]
6: [[8, 2, 11], [1, 5, 3], [4, 6, 10, 9], [7, 13, 12]]
7: [[8, 2, 11], [1, 5, 3], [4, 6, 10, 9], [7, 13, 12]]
8: [[8, 2, 11], [1, 5, 3], [4, 6, 10, 9], [7, 13, 12]]
9: [[8, 2, 11], [1, 5, 3], [4, 6, 10, 9], [7, 13, 12]]
10: [[8, 2, 11], [1, 5, 3], [4, 6, 10, 9], [7, 13, 12]]
11: [[8, 2, 11], [1, 5, 3], [4, 6, 10], [9, 7, 13, 12]]
12: [[8, 2, 11], [1, 5, 3], [4, 6, 10], [9, 7, 13, 12]]
13: [[8, 2, 11], [1, 5, 3], [4, 6, 10], [9, 7, 13, 12]]
14: [[8, 2, 11], [1, 5, 3, 4], [6, 10, 9], [7, 13, 12]]
15: [[8, 2, 11], [1, 5, 3, 4], [6, 10, 9], [7, 13, 12]]
16: [[8, 2, 11], [1, 5, 3, 4], [6, 10, 9], [7, 13, 12]]
17: [[8, 2, 11], [1, 5, 3, 4], [6, 10, 9], [7, 13, 12]]
18: [[8, 2, 11], [1, 5, 3, 4], [6, 10, 9], [7, 13, 12]]
19: [[8, 2, 11], [1, 5, 3, 4], [6, 10, 9], [7, 13, 12]]
20: [[8, 2, 11], [1, 5, 3, 4], [6, 10, 9], [7, 13, 12]]
21: [[8, 2, 11], [1, 5, 3, 4], [6, 10, 9], [7, 13, 12]]
22: [[8, 2, 11], [1, 5, 3, 4, 6], [10, 9, 7, 13, 12]]
23: [[8, 2, 11], [1, 5, 3, 4], [6, 10, 9, 7, 13, 12]]
24: [[8, 2, 11], [1, 5, 3, 4], [6, 10, 9, 7, 13, 12]]
25: [[8, 2, 11, 1], [5, 3, 4], [6, 10, 9, 7, 13, 12]]
