It No., Best MQ, No clusters, max clus, min clus
1,1.1214285714285714,4,4,3
2,1.272904483430799,3,5,4
3,1.3109730848861285,3,5,4
4,1.4648268398268398,4,4,3
5,1.3139097744360901,3,5,4
6,1.4415584415584415,4,4,3
7,1.4109730848861284,3,5,4
8,1.289782608695652,3,5,4
9,1.2164502164502164,3,5,4
10,1.2101587301587302,3,5,4
11,1.3010526315789472,3,5,4
12,1.289782608695652,3,5,4
13,1.1710463449593884,3,5,4
14,1.3140096618357489,3,5,4
15,1.218671679197995,3,5,4
16,1.1365301365301366,4,4,3
17,1.3689393939393941,4,4,3
18,1.2773809523809523,4,4,3
19,1.4,4,4,3
20,1.2750190985485101,4,4,3
21,1.2323232323232323,3,5,4
22,1.289782608695652,3,5,4
23,1.394805194805195,5,3,2
24,1.2906701141995258,3,5,4
25,1.259876965140123,4,4,3
26,1.2086466165413534,3,5,4
27,1.2270531400966183,3,5,4
28,1.3010526315789472,3,5,4
29,0.9993194192377495,3,5,4
30,1.202565236620964,3,5,4
31,1.304040404040404,6,3,2
