0: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [11, 13, 12, 9], [14, 15, 16], [18, 19, 17, 20]]
1: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
2: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
3: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
4: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
5: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
6: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
7: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
8: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
9: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
10: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
11: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
12: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
13: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
14: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
15: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
16: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
17: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
18: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
19: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
20: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
21: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
22: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
23: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
24: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
25: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
26: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
27: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
28: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
29: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
30: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
31: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
32: [[1, 2, 3, 8], [10, 7, 6, 5, 4, 9], [11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
33: [[1, 2, 3, 8, 10], [7, 6, 5, 4, 9], [11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
34: [[1, 2, 3], [8, 10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
35: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15, 16, 18], [19, 17, 20]]
36: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12, 14], [15, 16], [18, 19, 17, 20]]
37: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12, 14], [15, 16], [18, 19, 17, 20]]
38: [[1, 2, 3, 8], [10, 7, 5, 4, 6], [9, 11, 13, 12], [14, 15], [16, 18, 19, 17, 20]]
39: [[1, 2, 3], [8, 10, 7, 6, 5, 4, 9], [11, 13, 12], [14, 15, 16], [18, 19, 17, 20]]
40: [[1, 2, 3, 8, 10], [7, 5, 9, 4, 6], [11, 13, 12], [14, 15], [16, 18, 19, 17, 20]]
41: [[1, 2, 3], [8, 10, 7, 4, 6], [5, 9, 11, 13], [12, 14, 15, 16], [18, 19, 17, 20]]
