0: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
1: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 17, 16, 7, 22], [23, 21, 26, 24, 28, 27, 29]]
2: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 17, 16, 7, 22], [23, 21, 26, 24, 28, 27, 29]]
3: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 17, 16, 7, 22], [23, 21, 26, 24, 28, 27, 29]]
4: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 17, 16, 7, 22], [23, 21, 26, 24, 28, 27, 29]]
5: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 17, 16, 7, 22], [23, 21, 26, 24, 28, 27, 29]]
6: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 17, 16, 7, 22], [23, 21, 26, 24, 28, 27, 29]]
7: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 17, 16, 7, 22], [23, 21, 26, 24, 28, 27, 29]]
8: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 17, 16, 7, 22], [23, 21, 26, 24, 28, 27, 29]]
9: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 17, 16, 7, 22], [23, 21, 26, 24, 28, 27, 29]]
10: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
11: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
12: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
13: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
14: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
15: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
16: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
17: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
18: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
19: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
20: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
21: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
22: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
23: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
24: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
25: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
26: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
27: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
28: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
29: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
30: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
31: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
32: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
33: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
34: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
35: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
36: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12], [14, 9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
37: [[25, 3, 20, 5, 2, 6, 10], [1, 8, 15, 4, 11, 13, 12], [14, 9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
38: [[25, 3, 20, 5, 2, 6, 10, 1], [8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
39: [[25, 3, 20, 5, 2, 6, 10, 1], [8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
40: [[25, 3, 20, 5, 2, 6, 10, 1], [8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
41: [[25, 3, 20, 5, 2, 6, 10, 1], [8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
42: [[25, 3, 20, 5, 2, 6, 10, 1], [8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 17, 16, 7, 22], [23, 21, 26, 24, 28, 27, 29]]
43: [[25, 3, 20, 5, 2, 6, 10, 1], [8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
44: [[25, 3, 20, 5, 2, 6, 10, 1], [8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
45: [[25, 3, 20, 5, 2, 6, 1, 10], [8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
46: [[25, 3, 20, 5, 2, 6, 10, 1], [8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
47: [[25, 3, 20, 5, 2, 6, 10, 1], [8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
48: [[25, 3, 20, 5, 2, 6, 10, 1], [8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
49: [[25, 3, 20, 5, 2, 6, 10, 1], [8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
50: [[25, 3, 20, 5, 2, 6, 10, 1], [8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 7, 16, 17, 22], [23, 21, 26, 24, 28, 27, 29]]
51: [[25, 3, 20, 5, 2, 6, 10, 1], [8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 17, 16, 21, 22], [23, 7, 26, 24, 28, 27, 29]]
52: [[25, 3, 20, 5, 2, 6, 10, 1], [8, 15, 4, 11, 13, 12, 14], [9, 18, 19, 17, 16, 21, 22], [23, 7, 26, 24, 28, 27, 29]]
