0: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
1: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
2: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
3: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
4: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
5: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
6: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
7: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
8: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
9: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
10: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
11: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
12: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
13: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
14: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
15: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
16: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
17: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
18: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
19: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
20: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
21: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
22: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
23: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
24: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
25: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
26: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
27: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
28: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
29: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
30: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
31: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
32: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
33: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
34: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
35: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
36: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
37: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
38: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
39: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
40: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
41: [[10, 13, 5, 7], [6, 1, 2, 4], [3, 8, 11, 9], [14, 12, 16, 15], [18, 17, 19, 20]]
