0: [[7, 12, 13, 2], [5, 3, 1], [9, 4, 11, 8, 6, 10]]
1: [[7, 12, 13], [2, 5, 3, 1], [9, 4, 11, 8, 6, 10]]
2: [[7, 12, 13], [2, 5, 3, 1], [9, 4, 11, 8, 6, 10]]
3: [[7, 12, 13], [2, 5, 3, 1], [9, 4, 11, 8, 6, 10]]
4: [[7, 12, 13], [2, 5, 3, 1], [9, 4, 11, 8, 6, 10]]
5: [[7, 12, 13], [2, 5, 3, 1], [9, 4, 11, 8, 6, 10]]
6: [[7, 12, 13], [2, 5, 3, 1], [9, 4, 11, 8, 6, 10]]
7: [[7, 12, 13], [2, 5, 3, 1], [9, 4, 11, 8, 6, 10]]
8: [[7, 12, 13], [2, 5, 3, 1], [9, 4, 11, 8, 6, 10]]
9: [[7, 12, 13], [2, 5, 3, 1], [9, 4, 11, 8, 6, 10]]
10: [[7, 12, 13], [2, 5, 3, 1], [9, 4, 11, 8, 6, 10]]
11: [[7, 12, 13, 2], [5, 3, 1], [9, 4, 11, 8, 6, 10]]
12: [[7, 12, 13, 2], [5, 3, 1], [9, 4, 11, 8, 6, 10]]
13: [[7, 12, 13, 2], [5, 3, 1], [9, 4, 11, 8, 6, 10]]
14: [[7, 12, 13, 2], [5, 3, 1], [9, 4, 11, 8, 6, 10]]
15: [[7, 12, 13, 2], [5, 3, 1], [9, 4, 11, 8, 6, 10]]
16: [[7, 12, 13, 2, 5], [3, 1], [9, 4, 11, 8, 6, 10]]
17: [[7, 12, 13, 2, 5], [3, 1], [9, 4, 11, 8, 6, 10]]
18: [[7, 12, 13, 2], [5, 3], [1, 9, 4, 11, 8, 6, 10]]
19: [[7, 12, 13, 2], [5, 3], [1, 9, 4, 11, 8, 6, 10]]
20: [[7, 12, 13], [2, 5, 3, 1, 9], [4, 11, 8, 6, 10]]
21: [[7, 12, 13], [2, 5, 3, 1, 9], [4, 11, 8, 6, 10]]
22: [[7, 12, 13], [2, 5, 3], [1, 9, 4, 11, 8, 6, 10]]
23: [[7, 12, 13], [2, 5, 3], [1, 9, 4, 11, 8, 6, 10]]
24: [[7, 12, 13, 2], [5, 3, 1, 9], [4, 11, 8, 6, 10]]
25: [[7, 12, 13, 2], [5, 3, 1, 9], [4, 11, 8, 6, 10]]
26: [[7, 12, 13, 2], [5, 3, 1, 9], [4, 11, 8, 6, 10]]
27: [[7, 12, 13, 2], [5, 3, 1, 9], [4, 11, 8, 6, 10]]
