It No., Best MQ, No clusters, max clus, min clus
1,1.3696969696969696,3,6,3
2,1.3382395382395382,4,5,2
3,1.4166666666666667,4,4,2
4,1.2976190476190474,3,6,2
5,1.4648268398268398,3,6,3
6,1.3894300144300145,5,3,2
7,1.4006349206349205,3,5,4
8,1.4421420083184788,5,3,2
9,1.4731601731601731,4,4,3
10,1.4608585858585859,4,5,2
11,1.3984189723320157,3,6,3
12,1.2270531400966183,3,5,4
13,1.3832442067736186,4,4,3
14,1.5064935064935066,4,4,2
15,1.4166666666666667,4,4,2
16,1.3090067340067342,4,4,2
17,1.4109730848861282,3,5,4
18,1.3696969696969696,3,6,3
19,1.3607038123167157,4,5,2
20,1.3398268398268398,3,5,3
21,1.3172161172161172,3,5,4
22,1.486888111888112,4,4,3
23,1.3035714285714286,3,5,4
24,1.2922824302134646,4,5,1
25,1.4943064182194616,4,4,2
26,1.2137470372764492,3,5,4
27,1.369191919191919,5,3,2
28,1.3109730848861285,3,5,4
29,1.228744939271255,3,5,4
30,1.224140565317036,4,5,2
31,1.3315865421128579,5,4,2
